content,sentiment
لم أحمله و لن أحمله ، كنت أنوي التعامل معكم فلما رأيتكم تصرحون بوقاحة أنكم تنقلون الخمر و توصلونه فلا مرحبا بكم,negatif
برنامج زفت وفاشل والله,negatif
راااءع وخدمة ممتازة,positif
كلاب حمار,negatif
جييييييد,neutre
واعر,positif
أنا بغيت ندخل هد Glovo,negatif
التطبيق لا يعمل ف مصر,negatif
خيب,negatif
تطبيق رائع ولاكن يرجى تسهيله اكثر لأنه معقد نوعا ما بالنسبة للتوصيل كان سريع جدا 👍 والاكل جيد وساخن 👍 لاكن الثمن مرتفع قليلا 👌,positif
هدا تطبيق سيؤ,negatif
تطبيق مش سهل لازم يبقي سهل عشان الناس تعرف تستخدمه العامله دماغه تعبانه مش عارف يخلي الناس تستخدمه,negatif
مش بيحدد مكاني ويوم ما احدده يدويا من الخريطة يقول لي خارج نطاق التوصيل بحاول احدد اماكن تانية نفس المشكلة برضو وعملت كذا تحديث ومافيش فايدة,negatif
سئ جدا لا يوصل الطلبات الي مصر وهذا أهم شئ,negatif
تطبيق فشل جدان ارجو ان تصلحو بعض مشكل وا شكرا,negatif
سرعة ف الاستجابة,positif
تطبيق سيء جدا حاولت اكتب ماذا أريد وفيما مرة يخبرني بأن طلبي غير متوفر,negatif
خدمة محترمة,positif
تطبيق عيان بززززززززاف,negatif
لا انصح بتحميله🤮😠,negatif
هذا تطبيق سيئ جدا جدا جدا ما عجبني ابدا مو سهل في عمل,negatif
زفت زفت زفت الموقع زفت 😤😠😡🤬🤬🤬🤬🤬🤬🤬,negatif
رائع جدا جدا جدا جدا جدا جدا جدا جدا,positif
هويصل أطعام إلا المغرب وليس الجزاإر,positif
محمدسميرتركي,positif
خدمه جيدا,positif
هو التطبيق مش شغال في مصر ؟ انا كل ماجي اعمل اوردر مش عايز يجيب لوكيشن البيت ولا مصر تماماً,negatif
شكرا glovo,positif
لماذا لا يمكن إيصال إلى كل الأماكن أرجوا إصلاح هاذا,negatif
لماذا سلا ميمكنش التوصيل ليها,negatif
لماذا لا يمكن ايصال الطعام الى بعض المدن في المغرب كسطات و....... اتمنى ان تصلحوا هذه المشكله وضعت نجمة فقط لكي أكتب التعليق 🍃,negatif
تطبيق سيئ انصح بعدم تحميله,negatif
لايفيد في شيء تنتظر حتي التنزيل وبعد ان تكتشف عدم فائدته تمسحه,negatif
أريد أن أعرف ثمن التوصيل ؟؟؟؟؟؟ أريد أن أطلب,negatif
يلي صرع الدنية عم يقول التطبيق مابحط موقع وماعم يسجل وغير متاح الشركة انسحبت من تركيا ومن مصر يعني خلص يلي منزل التطبيق ومتشرك يمسحو ويمسح اشتراكو,negatif
باإس,negatif
اذا لم يكن يوصل الطعام الى جميع الاماكن والاسوأ انه حتى العاصمه لا يتم فيها عمليات توصيل اذا في ماذا سينفعني مثلا,negatif
مش راضي يحط الموقع في مصر قاعد يقول رومانيا و ايطاليا,negatif
فيك جوع فود .ma,negatif
زي الخر*,negatif
الابليكيشن ما بقاش شغال ف مصر اصلا,negatif
سئ جدا جدا جدا جدا جدا جدا جدا جدا جدا لا يسمح لي حتا باضافه عنوان أو عرض قائمة المبيعات لاكن يمكن أن تكون المشكله من عندي😡🤷‍♂️,negatif
برنمج زبال ميسحاش النجمه,negatif
برنامج كذب وسرقه بيقولي الموقع غير متاح,negatif
شكراا,positif
هو أنتوا مش شغالين فى الأسكندرية ولا أى ؟,negatif
لم يعمل حتا,negatif
لماذا تم ايقاف التطبيق فى مصر هذا افضل تطبيق على الاطلاق برجاء اعاده الطبيق مره اخرى,positif
مروان,positif
شغل نظيف نظيف نظيف 👌,positif
برنامج فاشل مش مغطي أجزاء كبيره من القاهره فاشل فاشل,negatif
الموقع مش بيتحدد,negatif
هل تدفع لي العامل التوصيل بقشيش,positif
موجود بمصر؟,positif
انا,positif
تمام,positif
ما يبي يشتغل معايا,neutre
سئ جدا جدا جدا لا يحدد الموقع ولا نجمه له,negatif
طلبية رائعة اكل جميل و التوصيل جميل شكرا,positif
علي طول خارج منطقه التوصيل مع العلم اني في قلب البلد,negatif
ربط,positif
جاري التحميل بس هل يمكن توصيل للبوجدور المغرب,positif
هاد التطبيق واش موجود بفاس لان مبغاش يخدملي,negatif
التطبيق راااااائع ، و العاملين ف قمة الأخلاق ، بصراحة منستغناشي عليه . (طنجة ),positif
واو واو يسلك في الحين,positif
هد تطبيق سي سي 😲👎👊👎👎👎👎,negatif
ممتا,positif
الخدمة جد سيئة لأنها لاتعرض جميع المدن بالمغرب😟,negatif
جميل وسريع جدا,positif
سئ جدا جدا جدا مش عايز يحدد الموقع,negatif
معرفش,positif
هو البرنامج وقف فعلا,negatif
لي صوب هاد تطبيق لينعل طبون مو شكون ما كان هاد ولد لواسعة,negatif
حملت البرنامج لقيته بيقولي ان تم إيقاف خدمات البرنامج ف مصر دة ايه دة,negatif
رليس را,positif
اخر تجربه سيئه جدا الاوردر اتاخر جدا وبعتهولى من مكان بعيد عنى جدا,negatif
تمام في السرعه,positif
بم ن موافقه م,positif
تعطوني باند ليش حرام عليكم وش ذا التكبر,negatif
البرنامج حلو والناس محترمه وسرعه في الدليفري,positif
نها واه .,negatif
التطبيق كنا كويس بعدين صار ما ياخد طلب ولا اشي وكمان ما بخليني احدد موقعي معني استعملتو ابل هيك كتير,negatif
من فضلكم هل تم ايقاف الخدمه في مصر ، لان البرنامج لايعمل وتظهر رساله تقول انه تم ايقاف الخدمه في مصر بالرغم اني بشوف بعض المناديب بالدراجات في الميادين الي الان ، رجاء الافاده؟؟,neutre
سئ للغايه لماذا تم وقف البرنامج لمصر,negatif
حسبي الله ونعم الوكيل,negatif
مكتوب تم ايقاف الخدمه ف مصر,negatif
لا أستطيع وضع عنوان سيئ جدا,negatif
ازاي لو سمحت اضيف شغلي عندكو,positif
كيف اعمل ل اقول الثه اعطيني بيتزا,negatif
هيا لسه شغاله فى مصر,positif
يا جماعة جلوفو قفلت خلاص الخدمة بتاعتهم توقفت فى مصر,negatif
سو باد,negatif
انتو ازاي مش مغطيين منطقة زي حدائق اكتوبر بجد بتهرجو,negatif
كل اما احاول استخدمه يقولي تم وقف الخدمه في مصر,negatif
يقول لي التطبيق لايشتغل في مصر لماذا,negatif
انا كنت بطلب عادي كتير و فمرة قال لي مش موجود في مصر😠😠😠,negatif
لما بفتح التطبيق بيقول ان الخدمة توقفت فى مصر !!,neutre
البرنامج كان عم يشتغل منيح بس بعدين ما بعرف شو صار ما عم يشتغل و ما عم ياخد الطلب,negatif
احس تجربه فريده من نوعها,positif
ازاي يقولي مش موجود في مصر ليه ليه ليه ليه ليه ليه ليه ليه ليه ليه ليه ليه ٦٦,negatif
ابلكيشن زباااااله,negatif
مع السلامه يا جلوفو هتوحشينا في مصر😥 الحمدلله رجعت من جديد في مصر 😘😍ومشيت تاني 😭😭😭😭,positif
سيء جدا لا أستطيع تحديد الموقع,negatif
هذا التطبيق جميل وايد وايد,positif
كدكه,positif
العربية والو وشحنا عرب ولا فرنسيين 😐,negatif
روعة روعة روعة,positif
ليه مفهوش لغه عربيه 😞😞,negatif
انا مش عارفه اشغله زهقت,negatif
التطبيق GlOVO حلو جدا جدا جدا,positif
علشان في مناطق مش رادية تشتغل,negatif
رووو عن,positif
اكتر من راااع💚💚,positif
GLRVLBR خصم فوووري,positif
هذا مجرد كدب,negatif
تطببق مميز و توصيل سريع,positif
بيتاخر جدا,negatif
احلى و اسرع برنامج شوفتو في حياتي,positif
صراحة رائع جدا,positif
شركة زبالة و ومفيش اي احترافيه نهائيا,negatif
عايز ابقي كابتن ف جلوفو ازى اسجل,positif
بعد ما تحملو التطبيق ضيفو الكود دا حيجيلك خصم ٤٠ ج AGRZK1H,positif
رائع والكباتن كلها محترمه الحقيقه,positif
تحذير هام من التعامل مع شركة جلوفو شركة حرامية بتخصم من كارت الفيزا مبلغ اكثر من الظاهر على الابلكيشن,negatif
برنامج سياء جدآ ويا خدمه غير موجود الاكل دايمآ بط ويا كمان مستهلش النجم الي انا حطط بس كنت لزم اعراف انك شركه فشل جدآ,negatif
يعني ابليكشن طويل عريض و موظفين و مندوبين و اغلب الاوقات ميغطيش غير شارع او منطقه صغيرة جدا.. مش هو ده المستوي المرجو,negatif
مبيوصلش مكاني و مع ذلك شفتة في عماره جنبي بس ملحقتش اوقفه,negatif
تطبيق ممتاز و آمن,positif
انا مش عارفا اشغله ياريت حد يقولي اشغله ازاي,negatif
سيئه جدااااااااا,negatif
برنامج تحفه و نشكر القائمين عليه,positif
٠ في كل عام وانتم بخير الحمد على,positif
ليه التطبيق مش باللغة العربية مش كل الفئات هتتعامل باللغة الانجليزية,negatif
مش عرفه اشغاله,negatif
شركة ممتازة,positif
بصراحه حلو جدااا احسن واسرع من تطبيقات تانيه كتير طلبت من عليهم اوردرات اكل سرعه فى التوصيل واهتمام وخدمة التواصل معاهم عن طريق الرسايل ممتازه كانت معايا بنت اسمها سلمى ذوق جداا وفضلت متواصله معايا لحد ماالاوردر وصل تقريبا جلوفو هيكون اختيارى الوحيد بعد كده لطلب اى شىء اتمنى يحافظ على مستواه واحسن كمان👍,positif
يا ريت يبقي بالعربي كمان عشان يسهل علي الكل انه يتعامل معاه,positif
أرجو أن يكون التطبيق باللغه العربيه,negatif
يعني إيه out of delivery earea لما هو كدا عاملين له اعلانات ليه ما يقولوا أنه لمناطق معينه بس,negatif
انا مش عارفه اشغله ممكن حد يعرفني اشغله ازاى,negatif
هما كاديلفرى ناس محترمة وذوق جدا لكن لية رفعتو الاسعار اوى كدة كنت بطلب التوصيل دايما عشرة ج ولسة امبارح انهاردة يوصل ب٢٥ لية,positif
انا حبيت اجرب البرنامج لكن عندما افتح البرنامج ما يريد يشتغل عند فتحه يجب معرف المكان ولكن لا يفتح,negatif
جميله ولذيذه,positif
جيده جدااا,positif
احب ان تستمر هذه الخدمة على هذا المنوال من حسن وسرعة الأداء,positif
تطبيق جميل ومفيد,positif
زبالة لاأنصح بتحميله,negatif
ابلكيشن والله ما بشوف احلي من هيك احسن ابلكيشن بالشرق الأوسط لا دة بالعالم كلو والله انا بطلب اي شي بيجي لعندي فوراً و بيعطيني اللي عم بطلبو,positif
مناطق التوصيل قليله,negatif
مفيش توصيل دار السلام شارع الفتح من شارع مصر حلوان الزراعي أسواق الموجودة في المكان لي كده سئ,negatif
طب انتو عاملين اعلان علي اي اساس وانتو منطقة التوصيل عندكم محدودة جدا جدا جدا,negatif
تطبيق سئ لانه مش بيغطي مناطق كتير كل لما احاول اجربه في مكان مختلف مش بيشتغل,negatif
مش عارفه اسجل عليه خالص,negatif
الاوردر اعد سعتين و بعد كل ده رن عليه وحده قلتلي الاوردر التلغي خارج النطاق شركه زباله,negatif
لا يشمل جميع الأماكن ويحتاج التعريب,negatif
المساعدة في التطبيق سيئة جدا يعني لو جالك اوردر غلط خلاص ربنا يعوضك,negatif
حلو اوي اوي اوي اوي,positif
جيد جدااا,positif
ممتاز جدا واجمل ما فيه سرعة التوصيل جميل جدااا,positif
برنامج ابن كلب,negatif
ليه مش بالعربى,negatif
سريع وخدمه ممتازه,positif
أنا عايز اشتغل في جلوفو بس مش عارف أتعامل مع البرنامج بعد اذنكم توضيح لكي أعمل,negatif
ابلكيشن ممتاز,positif
ليه مش بالعربي,negatif
سريع جدا,positif
لحد دلوقتي مش عارفه اشغلو طريقتو صعبه اووي,negatif
موقع جد سيء😢🤨🤬,negatif
للاسف موقع غير امين في المحاسبة بكروت الفيزا تطلب اوردر بمبلغ و لما يوصلك تلاقي المبلغ ذاد,negatif
سيء جدا والاسعار غير اللي موجوده علي الابليكيشن,negatif
مفيش منه عربي,negatif
جامد,positif
ممتاز ومنتهى الاحترام والسرعة,positif
تمام.,positif
بحبكككككم,positif
جيد جداً يعيبه فقط ارتفاع تكلفة التوصيل قليلاً يعني كان المفترض حساب التوصيل ١٠ ج لأني مش بعيد للدرجة و لكن الحساب كان ١٥ و لكن جيد جداً و الدليفري كان رجل محترم جزاه الله خيراً,positif
افضل تطبيق من حيث التوصيل والشباب الي شغالين فيه,positif
لي مفيش عربي يا جماعه بجد دي مشكله كبيره,positif
جميل ومونجز,positif
معفن,negatif
ممتاز جدا جدا واسعاره رخيصة اوي,positif
فريق ودعم ممتار,positif
نايم في العسل لا يوجد توصيل ل٦ اكتوبر !!!,negatif
توووووحفه بجد,positif
فشله جدا جدا جدا,negatif
التطبيق جميل لكن عندى ملاحظات عليه اولا رجاء تعريب التطبيق ليكون سهل لك الناس وسيلقى نجاحا باهرا ثانيا زيادة مبلغ الكاش مع الطيار سيساعد العميل فى ارتياح اكتر ماعدا ذلك كل التطبيق رائع,neutre
مش بيحدد موقع زي الزفت,negatif
مش عارفه اشغلو,negatif
ممتاذ,positif
مفيش رصيد جه,positif
لو سمحت أنا عاوز اسبت البرنامج مش عارف,negatif
لا يوجد مناطق متاحة للتوصيل غير في القاهرة الجديدة فقط,negatif
سجل الكود ده وهيجيلك خصم ٤٠ ج 5813TX2,positif
وحش جدا أوحش حاجة فيه الآمال بتاعو صعب,negatif
اضافه اللغه العربيه,negatif
مش بيوصل كل الاماكن انا في الفيوم ومش بيوصل عندي,negatif
للأسف لم استطيع التجربة لأني اوت أوف ايريا من فضلكم زودوا الأماكن شوية,negatif
ممتازين وسرعة التوصيل,positif
كيف يتم كسب الرصيد,negatif
هو ليه مش بالعربى ليه بالأنجليزى بصراحه حاجة تخنق,negatif
مش عارف يحدد الموقع مش مترجم ب العربي و مش راضي يفتح,negatif
تجربة خراااااا,negatif
تجربة ممتازه,positif
للاسف مافي ب ابو ظبي منو اعطاني اني خارج منطقه الخدمة,negatif
سجل بالكود ده وهيجيلك خصم بي ٤٠ جنيه MRCFB8Y,positif
سي جدا لا يمكنه تحديد الموقع يدوي او باي طريقة اخري,negatif
ممتازة ولكن نرجو توسيع مناطق الخدمة وإعادة التي تم حذفها سابقا منطقة القاهرة السيدة زينب وزينهم,positif
بحاول اضيف العنوان دايما يقول خارج التغطية.. جربت العبور والجيزه مش بيقبل.. لازم يكون ابسط من كده,negatif
خدمة ممتازة وخدمة عملاء تستجيب بسرعة في حالة وجود شكوى او خطأ . 😍,positif
ابليكيشن رائع ومنجر وموفر,positif
سرعه فى التوصيل لكم كل الشكر,positif
محتاجه ابعت حجات واجيب ححات وللاسف الشديد مش عارفه اتعامل لانه بالانجليزي يا ريت لو في تعامل بالعربي,negatif
مش عارفه اسجل عنوان بيتي نهائي مع العلم اني بلاقي كتير عندي م عارفه اي سبب,negatif
تطبيق روعة واحسن خدمة,positif
لا انسح بتحميله,negatif
برنامج كويس بس ليه غليتو سعر التوصيل ؟,positif
ليه مش بتنزلو نسخه سهله التعا من ل بالعربى,positif
جيده,positif
ممتاز بصراحه,positif
برنامج مزهل ورائع,positif
تجربتي،شاقه،وعنيده،وشكرا,positif
لو سمحتوا انا عندى محل بيتزا فاسكندرية عايز انزلة عندكم ارجوا الرد السريع,positif
خدمتهم كويسة جداً، مشكلتهم إن أماكن التغطية حواليك صغيرة جدا و كمان في أوقات كتيرة الخدمة بتتوقف للأسف,neutre
خدمة فوق الممتازه,positif
الاكل وصل بسرعة وخدمة التوصيل غير مكلفة,positif
صراحة خدمة توصيل ممتازة ومواعيد مظبوطة كل الشكر والتقدير لكم,positif
تطبيق جميل وشباب محترمين ربنا يرزقكم,positif
ياريت اللغه العربيه,negatif
سريع و محترم,positif
كفاية بيض اعلاناتكم بتغزو الفيس و اليوتيوب,negatif
ارجو تطبيق باللغه العربيه,negatif
نجمة بس لمجرد الكومنتات وسمعتكم السيئة وخدمتكم الفاشلة والتطبيق بالانجليزي وعدم التوصيل الا لبعض المناطق...فاشلين,negatif
بجد جميل قوي بس المشكله انه عندي كله انجلش,positif
أنصح به,positif
ممتاز والسرعة في توفير الطلب ممتازة,positif
شئ رائع,positif
أفراد التوصيل غايه في الاحترام بس اختيار المشتركين سيء جدا جدا - مطعم جاد الموجود علي الابلكشن مش جاد خالص ده واحد سارق الاسم بس و ده سبب التقييم السيء لجلوفو و وتوجيه لعمل سمعه لمطاعم محترمه و اكيد في مشتركين مش محترمين زي جاد ده,negatif
ناس محترمه,positif
لا يعمل,negatif
خدمه حلوة,positif
عيبه انه انجليزي يا ريت يكون عربي,neutre
اجمل برنامج لطلب الاشياء بس لو طريقة الطلب اسهل هيبقى جميل جدا,positif
تطبيق محترم جدا ويوصل لك الاكل اسرع من دليفري المطعم نفسه,positif
جميله بشكل,positif
تطبيق زباله زباله زباله محدش ينزله,negatif
تجربه أولوية ناجحه وكويسه اخر تجربه كانت الخدمه مش وحشه بس دى وحشه جدا وده هيخلينى ألغى الابليكشن .. اللاوردر جيه ناقص وفلوس زياده ومافيش اى ارقام للتواصل والتواصل معاهم ع فيسبوك محدش بيرد م الاخر الابليكشن بقى مزعج جدا ..,negatif
هذا التطبيق رائع,positif
من افصل التجار وناس محترمه جدا,positif
أرجو أن يكون التطبيق باللغة العربية,positif
كيف يتم تسجيل العنوان,negatif
انا مش عارفه اشغلووو اساسا بعد ازنكم حد يفهمني,negatif
لسة جديد,positif
الابلكيشن فاضى ومش ظاهر فيه اى حاجه ولا عايز يعمل اوردر ارجو المراجعه ع التطبيق والتحقق منه,negatif
توكلت على الله,positif
تطبيق جيد يسهل الحياة اليومية للشخص 😁😁,positif
سي جدا وعديم المصدقيه,negatif
ممتاز وخدمه وكباتن ممتازين,positif
متوسطه,neutre
حلو جدا,positif
ابلكيشن ممتاز للغاية وخدمة تحفة,positif
محترم جدا ومنجز💯💯,positif
مناسب وسهل الاستخدام,positif
لا أنصح بتحميله ، غير منظم بالمرة خدمة عملاء غير احترافيه,negatif
مرديش يشتغل بعد ما مليت بياناتي تطبيق سئ,negatif
ماشي حالو بس في مطاعم ما بترضى تشتغل,negatif
تطبيق سيئ لا يعمل واكتر من هدا لا يدعم العربية نطبيق فااااشل,negatif
مقبوله,negatif
انا ساكنه في جسر السويس والبرنامج مش راضي يوصل لعندي لما هو مش بيوصل لكل مكان بتكدبو ليه,negatif
اسوء. تطبيق شفته في التعامل قفلتوا حسابي فجائة و انا حتى لم اطلب اي شي. اليوم مجرد فتحت الموقع اكتشف انكم قافلين حسابي. .. ما هذا التعامل من تضنوا نفسكم. حتئ تتعاملوا. بهذا الاسلوب سيئ. و تعاملكم غير عادل. و سيئ. على اي اساس. تقفلون حسابي. مع الاسف اساسا. ضيعت وقتي في برنامج كهذا لا احترام و لا التزام. غير بس للذي ينفعكم,negatif
تطبيق جميل جدا بس يا ريت لو يتعمل تحديث باللغة العربية,positif
ناس محترمة,positif
من وقت رجوعكم مصر تاني وخدمة العملاء بقيت وحشة جدا وكذابين,negatif
بصراحه 👍,positif
جميل جدا 🔥🔥,positif
جالي تأكيد أوردر واحد واتنين استلموا الاوردر والاتنين جابوه كلمت خدمت العملاء لما استلمت الأول والتاني اتصل فضلت تماطل فيا لحد ما وصل التاني واضطريت استلم ألاوردر مرتين ودفعت مرتين خدمه سيئه تم ارسال الايميل المطلوب,negatif
ممتاز جداً,positif
كنت عايز رقم خدمة العملاء ضروري,positif
مش عارفه اخلي الابلكيشن بالعربي كل ما احمله و انزله ينزل انجلش بس,negatif
برنامج حلو بس فية شواية مشاكل ياريت اصلاحها,negatif
ممتاز جدا بس عيبة العجل بيوصل الاكل متبهدل,positif
برنامج رائع جدا جدا جدا,positif
تطبيق رائع❤❤,positif
اتمنى ان يبقى عربي,positif
سي جدا,negatif
توي,positif
حلو جدا .. بس لو يكون في عربي هبقي جامد جدا جدا,positif
كويس glovoبس يا ريت يكون اسرع في التوصيل,positif
كابتن محترم شركة ممتازة شكرا جلوفو,positif
سيئ وبطئ وغير عملي,negatif
جيد ارتاح,positif
"No puedo confiar en esta aplicación , El representante de entrega me robó y no hubo respuesta del servicio al cliente I can't trust this application, The delivery representative robbed me and there was no response from customer service لا أستطيع الوثوق بهذا التطبيق ،   سرقني مندوب التوصيل ولم يكن هناك استجابة من خدمة العملاء",negatif
سئ جداااااااااا جدااااا لا انصح حد بتحميله,negatif
خدمة ممتازة شكراً ليكم,positif
برنامج زبالة كسم المؤسسين بتاعه,negatif
افضل تطبيق لتوصيل الطلبات,positif
جميل جدا بس مش عارف ليه ما عم يعلق,positif
لا توجد اللغة العربية.لا يدعم مدينتي تطبيق معقد,negatif
فتحته وما ظبط,negatif
سئ جدا جدا محتاج تطوير وضبط قبل عرضه فى متجر جوجل. برنامج ضعيف وليس به شئ حقيقى مش عارف انتم بتعملوا اعلانات عن تطبيق مفلس . انصحكم بوقف هذا التهريج حتى تحسنوا التطبيق,negatif
خدمه جيده,positif
ممكن اعرف هو البرنامج انجليزي بس يعني مفيش امكانيه تحويل عربي يعني مثلا انا واحده لسه منزله البرنامج وحابه اطلب منه مينفعش غير للي بيعرفو انجليزي المفروض يعني ينزله بالعربي زي برنامج اطلب والله احنا مش عايشين بره يعني مش كل الناس بتعرف انجليزي,negatif
مش فاهم حاجة هوا مفيش اللغة العربى ليه؟,negatif
طلبت أشياء من اماكن متعددة تم شرائها وتوصيلها لى بكل سهولة,positif
انت,positif
للاسف كلو انجليزي ياريت تضيفو الغه العربيه,negatif
رجاءا وضع اللغه العربية التطبيق فى مصطلحات كثير غير مفهومة ولا استطيع طلب اى اوردر,negatif
سهل جدا... وعملي وتجربتي جدا ممتازة معه🌺🌺,positif
الصراحة خدمة رائعة,positif
ياريت يكون في اللغة العربية,positif
ملنبج8ثحبخكيحيككي,positif
للاسف لا يوجد لغه عربيه ولا استطيع استخدام البرنامج,negatif
فاطمةمحمد,neutre
برنامج ممتاز بس ليه مفيش نسخه بالعربي اعتقد لو في عربي هيحقق شغل اكثر,positif
شركه حرميه ونصابه. وبتاكل فلوس الناس اللي شغاله توديح مشوار ١٠كيلو ولو رحت والاؤدار اتلغاء بتاخد ٤جنيه,negatif
التطبيق مريح جدا. وعملي,positif
لا يوجد اللغة العربية اررجو تعديله للعربية والتوضيح للمعلومات,negatif
لايعمل في مكه,negatif
ممتاز جدا وعروضه حلوه وبيساعد الشباب,positif
سريع جدا وتعامل لطيف,positif
تطبيق غبى العنوان فى اكبر منطقه حيويه وبيقولى التغطيه غير متاحه هو انا بقولك شنبارة الميمونه يا بن الغبيه مسح فورى تجربه سيئه لا انصح بتنزيله,negatif
الطتبيق حلو جدا بس بعض من الاماكن لا يوصل اليها ارجو حل المشكلة ويكون بيوصل في كل مكان,neutre
والله ما عارف استخدمة ازاي قرفني في عيشتي,negatif
بتحصل ساعات ان الأوردر بيتعلم انه وصل و هوا في الحقيقه ماوصلش,positif
ممكن يكون بي عربي,negatif
برنامج وحش,negatif
شكرااا.,positif
اللغة العربية ضرورية,negatif
انا سجلت في بس مش عارفه استخدمه ممكن يكون بلغه العربيه,negatif
حضرتك ممكن تخلي البرنامج عربي,negatif
جيد للغاية,positif
عايزة كريب العنوان العامرية,positif
ممتاز جدا بصراحة,positif
خدمة ممتازة👍♥️,positif
عيزين جلوفو فى حدائق حلوان,positif
فعلا تطبيق جيد وخدمة ف المستوى وحتى يمكنك تتبع مسيرة livreur خدمة فعلا أكثر من رائعة انصح بها الجميع,positif
مشكلتة الكبيرة اللغة مافيش لغة عربية ومش مفهوم خالص وفي اماكن كتير مش بيوصل فيها او مش شغال فيها الابلكيشن وياريت ياريت يبقي بالعربي,negatif
انا عاوز افهم ازاي انتو بتشتغلو في دوله عربيه ولا تدعموا اللغه العربيه في التطبيق سامسح التطبيق,negatif
ندمت انى حملته فعلا نص ساعه علشان اعمل اوردر والابلكيشن مش شغال ..للاسف تجربة مخيبة للظن,negatif
اناا دلوقتي حملت تطبيق و ماش عرفه اشغالو و بيوقلي الموقع غير متاح ياااريت رد بسرعه,negatif
هو للاسف موصلش لحلوان بس اتمني انوا يوصل,positif
زفت مش عارف يوصل لل لوكيشن بتاعى حاجة قرف بجد,negatif
السلام عليكم ارجو ادرج اللغه العربيه للضروره مع الشكر,negatif
عوزه احوله عربي ممكن المساعده,positif
لانه لايوصل ديليفري الي مناطك معينة في المنصورة ولا انصح احد بشرائة مطلقاً,negatif
رائع لكي يحضر شيئ لكي في 5دقيقة,positif
هههه,positif
عمالين تعملوا اعلانات ليه طيب لما الابليكيشن بتاعكوا مش شغال وكله مشاكل,negatif
لماذا لا يوجد ترجمه عربي,negatif
يمشى,positif
مفيهوش عربي,negatif
أين اللغة العربية نرجو إضافة اللغة العربية,negatif
احلى من otlob بمىت مرة حلووووووو,positif
تطبيق زي الزفت كله بالانجليزية يا ناس احنا مصريين بنفهم عربي مش انجليزي,negatif
مشبيجى فى كل الأماكن,positif
انا شغال جلوفر و عميل في نفس الوقت واري انهم متفوقون يعملون علي التقدم المستمر ويقدمون الافضل للجلوفر والعميل لكن ارجو الاهتمام بالجلوفر بشكل اكثر من الحالي حتي يقدم الافضل ايضا.,positif
سئ للغايه,negatif
جامد جدا,positif
للاسف هلغي تثبيت البرنامج لأني لا أجيد الإنجليزية,negatif
لللاسف .هناك الكثير مننا يجهل اللغه الاجنبيه هل هناك مانع من وجود ترجمه للغه العربيه معها شكرآ,positif
كله بالانجليزي ومش عارفه اتعامل معاه خالص,negatif
التطبيق مافيهوش لغة عربية وصعب استخدامة جدا انا دخلت لقيت متاهة مش عرف حتي اغير اللغة .. تطبيق فاشل ... -------------------_-------------&&&&&& رد علي رسالة مطور البرنامج اللي بعتها لي الان .. انت محتاج ابعت لك ايميل اشرح لك اية اللي مش عاجبني .. ما انا كاتبه فوق .. حلوها بقي ..,negatif
برنامج تعبان اوي,negatif
ممكن اعدل التطبيق للغه العربيه؟,positif
هل بتوصلوا في إسكندرية لمحرم بك والحضرة,positif
بصراحه عجبنى والتوصيل تحفه والاكل بجد تحفه,positif
فين اللغة العربية,negatif
ممكن تساعدوني مش عارفه اسجل الدخول مش عربي,negatif
لازم يكون باللغه العربيه,negatif
ممتاز جدا فى مصر و الناس البتواصل ذوق جدا و برنامج ممتاز,positif
خدمة العملاء ممتازة جدا,positif
خدمة محترمة وشباب محترم يستحق الدعم,positif
سرعه الاستجابه دقه في التفصيل واسعار مناسبه جدا,positif
برنامج ابن متناكه زي اللي عمله,negatif
برنامج زي الزفت🙅 مفيش عربي و بحاول ادخل معلوماتي مش راضي يقبلها لو عليا كنت اديته ربع نجمة,negatif
كل لما ادخل العنوان يقولى انت خارج الزون,negatif
البرنامج مش رادي يجبلي اللي انا عيزه بحاول اجيب هديه لصحبتي ومش ردي يجبلي اللي انا عيزه,negatif
جلوفو ده يعني جامد قوي وانت اللي مديني نجمه هو لازم يقول عنوانك ونمر تكون كده عرفت بقى ليه,positif
هو شغال ف كل المحافظات ولا القاهرة فقط,negatif
رخم اوى,negatif
خدمة توصيل ممتازة,positif
ياريت لوكان بالعربي,neutre
البرنامج مش بالعربي المفروض علينا اللي احنا كلنا بنعرف انجليزي انتم في مصر والبرنامج ولازم يكون بالعربي انا نزلت وحذفته ثاني علشان مش فاهمه حاجه بالانجليزي,negatif
ليه مش بالعربي احنا عرب و الله,negatif
تجربة زفت اللوكيشن مش ظاهر بلس تعقيد وكل حاجة فيه زي القرف انا غلطانة اني ضيعت وقتي مع تطبيق فاشل زي ده,negatif
رائع و شباب محترم و جاد,positif
مش عارف احوله عربي ازاى,negatif
شي جديد و ع حسب استخدامي له في توصيل الطلبات ممتاز.,positif
رااائع جدا احسن app بجد,positif
شكرا ياجلوفو,positif
برنامج صعب التشغيل,negatif
روعه 💚,positif
رءع وسريع,positif
ياريت يكون فى لغه عربيه شكراً,negatif
الصراحه,positif
ابلكيشن قوى وخدمة ممتازة,positif
هو مش بيشتغل في طنطا ولا بيشتغل انا مش فاهمه 🌝,negatif
بجد ابلكيشن جميل جدا,positif
برنامج زفت خالص,negatif
رائع جدا جدا,positif
ياريت يبقى فى الاعدات عربى علشان كل الناس تعرف تتعامل معه,negatif
