userName,content,score,sentiment,at,app_name
Sve Bsvs,عبدالله فلاح خاديج,5,positif,2021-03-15 18:51:37,Glovo
Mona A. Attia,خارج النطاق 🤨,1,negatif,2021-03-11 14:15:52,Glovo
Rokaya Farte,شكرا على كل حال,5,positif,2021-03-09 18:58:12,Glovo
omar yazough,التطبيق رائع,5,positif,2021-03-05 20:29:04,Glovo
Shahrafudine Beggar,أحب Glovo,5,positif,2021-03-01 03:33:06,Glovo
salma salouma,انا لم احمل التطبيق بعد لكن يبدو أنه جيد 😏,5,positif,2021-02-21 11:40:17,Glovo
Miriam World,يوصل بسرعت اعجبني👍👍,5,positif,2021-02-15 16:15:33,Glovo
عبد الله,هو يوسل بس في المغرب و طنجه,5,positif,2021-02-14 14:43:01,Glovo
زينب العيساوى,توصيل سريع مدينة وجدة,5,positif,2021-02-12 11:55:49,Glovo
Moha Ouba,أروع تطبيق في العالم 🌏ولاكن يجب أن يكون مجاني يا أغبياء هاهاهاهاهاهاها هاهاهاهاهاهاها هاهاهاهاهاهاها هاهاهاهاهاهاها هاهاهاهاهاهاها 💀💀💀💀,4,positif,2021-02-08 21:24:40,Glovo
om fahd,خدمة اكثر من رائعه. ناقصها السداد عن طريق فيزا كارت اجنبية . بالتوووفيق,5,positif,2021-02-04 12:29:41,Glovo
amanykhater62 khater,لا تنزل فى الاسكندرية,1,negatif,2021-02-03 16:46:58,Glovo
Maryam stars,كنحماااااااااااق على clovo,5,positif,2021-02-03 14:23:43,Glovo
حمدى ادريس حمدى,٨عاوز اسجل,5,positif,2021-02-03 13:33:20,Glovo
Nadia Outgadirt,أعجبني,5,positif,2021-02-02 18:58:27,Glovo
NEVİN MOHAMMED,لا يريد ان يحدد الموقع كيف لي ان احدد الموقع,3,neutre,2021-01-27 10:23:41,Glovo
Rita Rita,علي غريب,5,positif,2021-01-25 11:59:43,Glovo
Maroc Mor,تطبيق سيء لاني كلما كتبت عنوان بريدي الالكتروني يقولون :لقد استخدم,1,negatif,2021-01-23 12:43:30,Glovo
zaynab zaynab,أحب هدا التطبيق,5,positif,2021-01-18 16:54:50,Glovo
انا ودودو في المطبخ,فااااااااااااااااااشل,1,negatif,2021-01-18 05:24:24,Glovo
‪Ahmed Mhmed (‫أبو اسلام‬‎)‬‏,معايه عربيه ملاكي وعاوز انضم لخدمه المناديب,5,positif,2021-01-17 07:48:35,Glovo
RIDA WAC,خسهفضنافااة,1,negatif,2021-01-15 14:53:39,Glovo
MR GAMER GO,المغرب هو الأفضل 🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦,5,positif,2021-01-15 13:25:13,Glovo
misk zara,التوصيل في الوقت ، والطلبات كما اطلبها تصل بدون نقص,5,positif,2021-01-13 15:17:00,Glovo
أمين,سريع التوصيل و التوصيل مجاني إذا كنت في نطاق قريب من المطعم. و هنالك عروض جيدة و بأثمنة مناسبة. جربه و لم تندم. 😃👍🏼,5,positif,2021-01-13 10:17:39,Glovo
Maryam Nour,قيد التجربة,3,neutre,2021-01-10 00:28:52,Glovo
Wassim Kortobi,سيئ جيدا,1,negatif,2021-01-09 21:31:43,Glovo
KING GAME,اعجبنني,5,positif,2021-01-08 20:17:59,Glovo
Mbark Miknik,اسمي ايوب اظن ان هذا التطبيق سيكون راإعا,4,positif,2021-01-03 22:55:15,Glovo
dx4 mbarek,مبغاش يتقاد,1,negatif,2021-01-02 16:47:53,Glovo
Nouradin Saykak,هل هاذا تطبيق سريع,5,positif,2021-01-02 09:06:58,Glovo
Reda Imran,تطبيق راىع انا الان انزله وساجربه عما قريب,5,positif,2021-01-01 14:51:18,Glovo
Shamse Benyazid,ممتاز توصيل سريع جداا 👍👍👍👍,5,positif,2020-12-31 16:21:25,Glovo
WIT 999 FF,جدا رائع وسريع,5,positif,2020-12-31 10:08:00,Glovo
Youssef Elhamri,رائع الجيد مدهش,5,positif,2020-12-30 16:09:03,Glovo
Naima Abalil,هل التوصيلة مجانية او بالنقود لم أجربه بعد لكن يبدو رائعا 👍👍💖؟؟؟,5,positif,2020-12-21 17:52:02,Glovo
Abdlhamid Lmbarqi,تطبيق خيب ومزعج كطبون,1,negatif,2020-12-21 17:19:36,Glovo
كحل وعسل (‪el djoudi‬‏),روعة تطبيق مميز الاكل في لحظات,5,positif,2020-12-19 20:11:13,Glovo
Assia Lakhlouf,توصيل سريع رائع شكرا لكم,5,positif,2020-12-16 18:00:19,Glovo
Aliafi100 Mm,كيف تدخل البري الإكترون,5,positif,2020-12-14 17:54:17,Glovo
Sanae faraji,الكدوب,4,positif,2020-12-09 09:39:29,Glovo
boumboumhaha 1,لماذا تفعلون إشهار تضايقونا,1,negatif,2020-12-02 15:40:59,Glovo
معاوية الدوسري,تطبيق سئ ولا يمت للتطور الحاصل في كل الدول بصلة يفتقر إلى التنوع وأتمنى أن مطوري الشركة أن يتعلموا من أحد برامج التوصيل في إحدى الدول المجاورة,1,negatif,2020-11-25 19:12:30,Glovo
Mohammed Mustafa,انتو امتا هترجعو مصر احسن خدمة توصيل في العالم,5,positif,2020-11-25 18:11:47,Glovo
mohamed,توصيل سريع ورائع و الاكل ساخن ومقرمش,5,positif,2020-11-24 15:59:22,Glovo
Savo Sabati,كأول تجربة جيد جدا,5,positif,2020-11-17 21:57:25,Glovo
bilal azouz,لم أحمله و لن أحمله ، كنت أنوي التعامل معكم فلما رأيتكم تصرحون بوقاحة أنكم تنقلون الخمر و توصلونه فلا مرحبا بكم,1,negatif,2020-11-14 09:18:39,Glovo
Amr Moka,برنامج زفت وفاشل والله,1,negatif,2020-11-14 03:25:45,Glovo
black Bird,راااءع وخدمة ممتازة,5,positif,2020-11-09 22:10:30,Glovo
Mehfi Mehfi,كلاب حمار,1,negatif,2020-10-29 16:20:12,Glovo
Koko Kocher,جييييييد,3,neutre,2020-10-25 19:04:38,Glovo
MR. mohamed,واعر,5,positif,2020-10-24 18:24:12,Glovo
S3iidd So3ad,أنا بغيت ندخل هد Glovo,1,negatif,2020-10-24 10:30:40,Glovo
صبحى غطاس,التطبيق لا يعمل ف مصر,1,negatif,2020-10-20 13:17:36,Glovo
ملك بابجي,خيب,1,negatif,2020-10-09 11:38:23,Glovo
كاتي katii,تطبيق رائع ولاكن يرجى تسهيله اكثر لأنه معقد نوعا ما بالنسبة للتوصيل كان سريع جدا 👍 والاكل جيد وساخن 👍 لاكن الثمن مرتفع قليلا 👌,4,positif,2020-10-04 03:30:34,Glovo
omar TY,هدا تطبيق سيؤ,1,negatif,2020-10-03 20:13:14,Glovo
Ahmed Hasan,تطبيق مش سهل لازم يبقي سهل عشان الناس تعرف تستخدمه العامله دماغه تعبانه مش عارف يخلي الناس تستخدمه,1,negatif,2020-09-23 15:57:28,Glovo
Mohamed Magdy,مش بيحدد مكاني ويوم ما احدده يدويا من الخريطة يقول لي خارج نطاق التوصيل بحاول احدد اماكن تانية نفس المشكلة برضو وعملت كذا تحديث ومافيش فايدة,1,negatif,2020-09-10 04:09:48,Glovo
زياد محمد,سئ جدا لا يوصل الطلبات الي مصر وهذا أهم شئ,1,negatif,2020-09-06 16:45:11,Glovo
Hassna Abr,تطبيق فشل جدان ارجو ان تصلحو بعض مشكل وا شكرا,2,negatif,2020-09-05 14:48:46,Glovo
فواز,سرعة ف الاستجابة,5,positif,2020-09-03 21:35:11,Glovo
Mima Mima,تطبيق سيء جدا حاولت اكتب ماذا أريد وفيما مرة يخبرني بأن طلبي غير متوفر,1,negatif,2020-09-02 23:19:18,Glovo
randa gaber,خدمة محترمة,5,positif,2020-08-26 18:06:09,Glovo
Ahmed Mirouad,تطبيق عيان بززززززززاف,1,negatif,2020-08-25 20:04:20,Glovo
Amine Boushmine,لا انصح بتحميله🤮😠,1,negatif,2020-08-24 18:34:25,Glovo
Nihad Douhdouh,هذا تطبيق سيئ جدا جدا جدا ما عجبني ابدا مو سهل في عمل,1,negatif,2020-08-19 22:46:37,Glovo
zeina tawfik,زفت زفت زفت الموقع زفت 😤😠😡🤬🤬🤬🤬🤬🤬🤬,1,negatif,2020-08-14 07:03:31,Glovo
Zoha Zaha,رائع جدا جدا جدا جدا جدا جدا جدا جدا,5,positif,2020-08-13 20:51:08,Glovo
st tarik aadii,هويصل أطعام إلا المغرب وليس الجزاإر,5,positif,2020-08-02 14:01:36,Glovo
محمد سمير,محمدسميرتركي,5,positif,2020-07-28 11:41:21,Glovo
Mlkahs Mohamad,خدمه جيدا,5,positif,2020-07-26 22:26:09,Glovo
gamal abd elnaser,هو التطبيق مش شغال في مصر ؟ انا كل ماجي اعمل اوردر مش عايز يجيب لوكيشن البيت ولا مصر تماماً,1,negatif,2020-07-25 01:04:31,Glovo
fatima zahra,شكرا glovo,5,positif,2020-07-22 20:25:08,Glovo
KING Games-YT,لماذا لا يمكن إيصال إلى كل الأماكن أرجوا إصلاح هاذا,2,negatif,2020-07-20 23:32:06,Glovo
SHANILKOKO de,لماذا سلا ميمكنش التوصيل ليها,1,negatif,2020-07-13 16:37:50,Glovo
LO CA,لماذا لا يمكن ايصال الطعام الى بعض المدن في المغرب كسطات و....... اتمنى ان تصلحوا هذه المشكله وضعت نجمة فقط لكي أكتب التعليق 🍃,1,negatif,2020-07-11 11:37:23,Glovo
Ahmed Salem,تطبيق سيئ انصح بعدم تحميله,1,negatif,2020-07-10 18:25:04,Glovo
israa elmahfoudi,لايفيد في شيء تنتظر حتي التنزيل وبعد ان تكتشف عدم فائدته تمسحه,1,negatif,2020-07-10 07:24:32,Glovo
Rkia Ge,أريد أن أعرف ثمن التوصيل ؟؟؟؟؟؟ أريد أن أطلب,1,negatif,2020-07-07 22:39:32,Glovo
MUSTAFA KH,يلي صرع الدنية عم يقول التطبيق مابحط موقع وماعم يسجل وغير متاح الشركة انسحبت من تركيا ومن مصر يعني خلص يلي منزل التطبيق ومتشرك يمسحو ويمسح اشتراكو,1,negatif,2020-07-07 22:15:52,Glovo
H. F. s. Mb,باإس,1,negatif,2020-07-02 16:31:58,Glovo
Aicha L'Bekkari,اذا لم يكن يوصل الطعام الى جميع الاماكن والاسوأ انه حتى العاصمه لا يتم فيها عمليات توصيل اذا في ماذا سينفعني مثلا,2,negatif,2020-07-01 19:57:12,Glovo
Jana Elabasery,مش راضي يحط الموقع في مصر قاعد يقول رومانيا و ايطاليا,1,negatif,2020-06-27 15:15:15,Glovo
weeb,فيك جوع فود .ma,1,negatif,2020-06-23 10:15:38,Glovo
Amr Ahmed - عمرو احمد,زي الخر*,1,negatif,2020-06-19 14:51:30,Glovo
Tamem Ahmed,الابليكيشن ما بقاش شغال ف مصر اصلا,1,negatif,2020-06-18 07:34:10,Glovo
Adel Almusalamy gamer,سئ جدا جدا جدا جدا جدا جدا جدا جدا جدا لا يسمح لي حتا باضافه عنوان أو عرض قائمة المبيعات لاكن يمكن أن تكون المشكله من عندي😡🤷‍♂️,1,negatif,2020-06-10 16:36:43,Glovo
الطاهر الديب,برنمج زبال ميسحاش النجمه,1,negatif,2020-06-10 10:19:58,Glovo
youssef alahlawy,برنامج كذب وسرقه بيقولي الموقع غير متاح,1,negatif,2020-06-09 09:29:05,Glovo
Jamal Tanger,شكراا,5,positif,2020-06-01 09:37:23,Glovo
karim abdelhady,هو أنتوا مش شغالين فى الأسكندرية ولا أى ؟,2,negatif,2020-05-31 14:36:55,Glovo
Miloud Ziani,لم يعمل حتا,1,negatif,2020-05-29 18:12:20,Glovo
سين للمنوعات,لماذا تم ايقاف التطبيق فى مصر هذا افضل تطبيق على الاطلاق برجاء اعاده الطبيق مره اخرى,5,positif,2020-05-28 14:41:09,Glovo
Marwan Mostafa,مروان,5,positif,2020-05-27 00:20:55,Glovo
Saleh Ahmed,شغل نظيف نظيف نظيف 👌,5,positif,2020-05-26 08:55:33,Glovo
Dana Basheer,برنامج فاشل مش مغطي أجزاء كبيره من القاهره فاشل فاشل,1,negatif,2020-05-23 22:01:45,Glovo
Radwa Saleh,الموقع مش بيتحدد,1,negatif,2020-05-22 13:04:46,Glovo
عبد الرحيم وشهيد الفاسي,هل تدفع لي العامل التوصيل بقشيش,5,positif,2020-05-21 17:44:19,Glovo
Rewan Ahmed,موجود بمصر؟,4,positif,2020-05-16 20:23:12,Glovo
سلمونيوس Salmonius,انا,5,positif,2020-05-16 18:45:39,Glovo
Abdoool Alkador,تمام,5,positif,2020-05-14 20:12:42,Glovo
Fatima Zahra,ما يبي يشتغل معايا,3,neutre,2020-05-09 16:55:16,Glovo
MOHAMED FADEL,سئ جدا جدا جدا لا يحدد الموقع ولا نجمه له,1,negatif,2020-05-09 15:10:08,Glovo
Fatoma Nadia,طلبية رائعة اكل جميل و التوصيل جميل شكرا,5,positif,2020-05-08 18:46:06,Glovo
Ahmed Agamy,علي طول خارج منطقه التوصيل مع العلم اني في قلب البلد,1,negatif,2020-05-08 12:15:37,Glovo
مستخدم Google,ربط,5,positif,2020-04-26 19:03:36,Glovo
مستخدم Google,جاري التحميل بس هل يمكن توصيل للبوجدور المغرب,5,positif,2020-04-25 16:46:09,Glovo
مستخدم Google,هاد التطبيق واش موجود بفاس لان مبغاش يخدملي,2,negatif,2020-04-25 15:24:30,Glovo
مستخدم Google,التطبيق راااااائع ، و العاملين ف قمة الأخلاق ، بصراحة منستغناشي عليه . (طنجة ),5,positif,2020-04-23 11:33:09,Glovo
مستخدم Google,واو واو يسلك في الحين,5,positif,2020-04-14 17:28:45,Glovo
مستخدم Google,هد تطبيق سي سي 😲👎👊👎👎👎👎,1,negatif,2020-03-19 12:08:39,Glovo
مستخدم Google,ممتا,5,positif,2020-03-18 16:24:33,Glovo
مستخدم Google,الخدمة جد سيئة لأنها لاتعرض جميع المدن بالمغرب😟,1,negatif,2020-03-18 09:01:44,Glovo
مستخدم Google,جميل وسريع جدا,5,positif,2020-03-16 23:10:08,Glovo
مستخدم Google,سئ جدا جدا جدا مش عايز يحدد الموقع,1,negatif,2020-03-16 10:57:20,Glovo
مستخدم Google,معرفش,5,positif,2020-03-14 04:06:57,Glovo
مستخدم Google,هو البرنامج وقف فعلا,1,negatif,2020-03-07 21:35:59,Glovo
مستخدم Google,لي صوب هاد تطبيق لينعل طبون مو شكون ما كان هاد ولد لواسعة,1,negatif,2020-02-29 20:00:15,Glovo
مستخدم Google,حملت البرنامج لقيته بيقولي ان تم إيقاف خدمات البرنامج ف مصر دة ايه دة,1,negatif,2020-02-27 21:33:42,Glovo
مستخدم Google,رليس را,5,positif,2020-02-24 21:33:12,Glovo
مستخدم Google,اخر تجربه سيئه جدا الاوردر اتاخر جدا وبعتهولى من مكان بعيد عنى جدا,2,negatif,2020-02-24 20:58:04,Glovo
مستخدم Google,تمام في السرعه,5,positif,2020-02-24 03:38:08,Glovo
مستخدم Google,بم ن موافقه م,5,positif,2020-02-15 14:20:44,Glovo
مستخدم Google,تعطوني باند ليش حرام عليكم وش ذا التكبر,1,negatif,2020-02-14 00:01:13,Glovo
مستخدم Google,البرنامج حلو والناس محترمه وسرعه في الدليفري,5,positif,2020-02-09 14:01:18,Glovo
مستخدم Google,نها واه .,1,negatif,2020-02-09 08:19:28,Glovo
مستخدم Google,التطبيق كنا كويس بعدين صار ما ياخد طلب ولا اشي وكمان ما بخليني احدد موقعي معني استعملتو ابل هيك كتير,1,negatif,2020-02-08 17:35:10,Glovo
مستخدم Google,من فضلكم هل تم ايقاف الخدمه في مصر ، لان البرنامج لايعمل وتظهر رساله تقول انه تم ايقاف الخدمه في مصر بالرغم اني بشوف بعض المناديب بالدراجات في الميادين الي الان ، رجاء الافاده؟؟,3,neutre,2020-02-06 14:43:54,Glovo
مستخدم Google,سئ للغايه لماذا تم وقف البرنامج لمصر,1,negatif,2020-02-05 22:30:36,Glovo
مستخدم Google,حسبي الله ونعم الوكيل,1,negatif,2020-02-05 16:03:30,Glovo
مستخدم Google,مكتوب تم ايقاف الخدمه ف مصر,1,negatif,2020-02-03 13:26:19,Glovo
مستخدم Google,لا أستطيع وضع عنوان سيئ جدا,1,negatif,2020-02-03 09:25:25,Glovo
مستخدم Google,ازاي لو سمحت اضيف شغلي عندكو,5,positif,2020-02-02 14:28:41,Glovo
مستخدم Google,كيف اعمل ل اقول الثه اعطيني بيتزا,1,negatif,2020-02-01 23:23:31,Glovo
مستخدم Google,هيا لسه شغاله فى مصر,5,positif,2020-02-01 21:52:36,Glovo
مستخدم Google,يا جماعة جلوفو قفلت خلاص الخدمة بتاعتهم توقفت فى مصر,2,negatif,2020-02-01 01:06:41,Glovo
مستخدم Google,سو باد,1,negatif,2020-01-30 23:47:56,Glovo
مستخدم Google,انتو ازاي مش مغطيين منطقة زي حدائق اكتوبر بجد بتهرجو,2,negatif,2020-01-29 20:59:11,Glovo
مستخدم Google,كل اما احاول استخدمه يقولي تم وقف الخدمه في مصر,1,negatif,2020-01-28 11:53:50,Glovo
مستخدم Google,يقول لي التطبيق لايشتغل في مصر لماذا,1,negatif,2020-01-28 00:03:29,Glovo
مستخدم Google,انا كنت بطلب عادي كتير و فمرة قال لي مش موجود في مصر😠😠😠,1,negatif,2020-01-27 21:01:01,Glovo
مستخدم Google,لما بفتح التطبيق بيقول ان الخدمة توقفت فى مصر !!,3,neutre,2020-01-25 18:16:29,Glovo
مستخدم Google,البرنامج كان عم يشتغل منيح بس بعدين ما بعرف شو صار ما عم يشتغل و ما عم ياخد الطلب,1,negatif,2020-01-25 13:18:35,Glovo
مستخدم Google,احس تجربه فريده من نوعها,5,positif,2020-01-24 15:40:22,Glovo
مستخدم Google,ازاي يقولي مش موجود في مصر ليه ليه ليه ليه ليه ليه ليه ليه ليه ليه ليه ليه ٦٦,1,negatif,2020-01-24 13:20:19,Glovo
مستخدم Google,ابلكيشن زباااااله,1,negatif,2020-01-23 10:52:14,Glovo
مستخدم Google,مع السلامه يا جلوفو هتوحشينا في مصر😥 الحمدلله رجعت من جديد في مصر 😘😍ومشيت تاني 😭😭😭😭,5,positif,2020-01-23 01:46:16,Glovo
مستخدم Google,سيء جدا لا أستطيع تحديد الموقع,1,negatif,2020-01-22 12:21:34,Glovo
مستخدم Google,هذا التطبيق جميل وايد وايد,5,positif,2020-01-21 21:30:55,Glovo
مستخدم Google,كدكه,5,positif,2020-01-21 13:51:32,Glovo
مستخدم Google,العربية والو وشحنا عرب ولا فرنسيين 😐,1,negatif,2020-01-21 13:39:22,Glovo
مستخدم Google,روعة روعة روعة,5,positif,2020-01-20 19:58:24,Glovo
مستخدم Google,ليه مفهوش لغه عربيه 😞😞,1,negatif,2020-01-19 11:08:42,Glovo
مستخدم Google,انا مش عارفه اشغله زهقت,1,negatif,2020-01-18 20:08:55,Glovo
مستخدم Google,التطبيق GlOVO حلو جدا جدا جدا,5,positif,2020-01-18 16:58:54,Glovo
مستخدم Google,علشان في مناطق مش رادية تشتغل,1,negatif,2020-01-15 12:13:48,Glovo
مستخدم Google,رووو عن,5,positif,2020-01-15 03:32:37,Glovo
مستخدم Google,اكتر من راااع💚💚,5,positif,2020-01-14 21:25:06,Glovo
مستخدم Google,GLRVLBR خصم فوووري,5,positif,2020-01-14 18:38:50,Glovo
مستخدم Google,هذا مجرد كدب,1,negatif,2020-01-14 17:58:58,Glovo
مستخدم Google,تطببق مميز و توصيل سريع,5,positif,2020-01-13 12:04:08,Glovo
مستخدم Google,بيتاخر جدا,1,negatif,2020-01-12 21:16:34,Glovo
مستخدم Google,احلى و اسرع برنامج شوفتو في حياتي,5,positif,2020-01-11 23:33:31,Glovo
مستخدم Google,صراحة رائع جدا,5,positif,2020-01-11 22:09:53,Glovo
مستخدم Google,شركة زبالة و ومفيش اي احترافيه نهائيا,1,negatif,2020-01-11 06:50:25,Glovo
مستخدم Google,عايز ابقي كابتن ف جلوفو ازى اسجل,5,positif,2020-01-10 06:52:50,Glovo
مستخدم Google,بعد ما تحملو التطبيق ضيفو الكود دا حيجيلك خصم ٤٠ ج AGRZK1H,5,positif,2020-01-09 02:17:27,Glovo
مستخدم Google,رائع والكباتن كلها محترمه الحقيقه,5,positif,2020-01-08 12:43:18,Glovo
مستخدم Google,تحذير هام من التعامل مع شركة جلوفو شركة حرامية بتخصم من كارت الفيزا مبلغ اكثر من الظاهر على الابلكيشن,1,negatif,2020-01-07 23:15:45,Glovo
مستخدم Google,برنامج سياء جدآ ويا خدمه غير موجود الاكل دايمآ بط ويا كمان مستهلش النجم الي انا حطط بس كنت لزم اعراف انك شركه فشل جدآ,1,negatif,2020-01-07 02:13:01,Glovo
مستخدم Google,يعني ابليكشن طويل عريض و موظفين و مندوبين و اغلب الاوقات ميغطيش غير شارع او منطقه صغيرة جدا.. مش هو ده المستوي المرجو,1,negatif,2020-01-06 20:32:03,Glovo
مستخدم Google,مبيوصلش مكاني و مع ذلك شفتة في عماره جنبي بس ملحقتش اوقفه,1,negatif,2020-01-03 17:32:34,Glovo
مستخدم Google,تطبيق ممتاز و آمن,5,positif,2020-01-03 13:14:07,Glovo
مستخدم Google,انا مش عارفا اشغله ياريت حد يقولي اشغله ازاي,1,negatif,2020-01-01 22:13:21,Glovo
مستخدم Google,سيئه جدااااااااا,1,negatif,2020-01-01 22:01:48,Glovo
مستخدم Google,برنامج تحفه و نشكر القائمين عليه,5,positif,2019-12-31 18:48:34,Glovo
مستخدم Google,٠ في كل عام وانتم بخير الحمد على,5,positif,2019-12-30 09:34:20,Glovo
مستخدم Google,ليه التطبيق مش باللغة العربية مش كل الفئات هتتعامل باللغة الانجليزية,1,negatif,2019-12-30 06:21:27,Glovo
مستخدم Google,مش عرفه اشغاله,1,negatif,2019-12-29 11:40:09,Glovo
مستخدم Google,شركة ممتازة,5,positif,2019-12-29 09:48:42,Glovo
مستخدم Google,بصراحه حلو جدااا احسن واسرع من تطبيقات تانيه كتير طلبت من عليهم اوردرات اكل سرعه فى التوصيل واهتمام وخدمة التواصل معاهم عن طريق الرسايل ممتازه كانت معايا بنت اسمها سلمى ذوق جداا وفضلت متواصله معايا لحد ماالاوردر وصل تقريبا جلوفو هيكون اختيارى الوحيد بعد كده لطلب اى شىء اتمنى يحافظ على مستواه واحسن كمان👍,5,positif,2019-12-28 20:52:28,Glovo
مستخدم Google,يا ريت يبقي بالعربي كمان عشان يسهل علي الكل انه يتعامل معاه,5,positif,2019-12-28 18:46:15,Glovo
مستخدم Google,أرجو أن يكون التطبيق باللغه العربيه,1,negatif,2019-12-28 16:25:06,Glovo
مستخدم Google,يعني إيه out of delivery earea لما هو كدا عاملين له اعلانات ليه ما يقولوا أنه لمناطق معينه بس,1,negatif,2019-12-27 22:50:37,Glovo
مستخدم Google,انا مش عارفه اشغله ممكن حد يعرفني اشغله ازاى,1,negatif,2019-12-27 22:45:56,Glovo
مستخدم Google,هما كاديلفرى ناس محترمة وذوق جدا لكن لية رفعتو الاسعار اوى كدة كنت بطلب التوصيل دايما عشرة ج ولسة امبارح انهاردة يوصل ب٢٥ لية,4,positif,2019-12-26 15:34:06,Glovo
مستخدم Google,انا حبيت اجرب البرنامج لكن عندما افتح البرنامج ما يريد يشتغل عند فتحه يجب معرف المكان ولكن لا يفتح,2,negatif,2019-12-25 22:11:05,Glovo
مستخدم Google,جميله ولذيذه,5,positif,2019-12-25 21:51:41,Glovo
مستخدم Google,جيده جدااا,5,positif,2019-12-25 21:01:47,Glovo
مستخدم Google,احب ان تستمر هذه الخدمة على هذا المنوال من حسن وسرعة الأداء,5,positif,2019-12-25 14:02:29,Glovo
مستخدم Google,تطبيق جميل ومفيد,5,positif,2019-12-25 14:00:11,Glovo
مستخدم Google,زبالة لاأنصح بتحميله,1,negatif,2019-12-24 20:00:25,Glovo
مستخدم Google,ابلكيشن والله ما بشوف احلي من هيك احسن ابلكيشن بالشرق الأوسط لا دة بالعالم كلو والله انا بطلب اي شي بيجي لعندي فوراً و بيعطيني اللي عم بطلبو,5,positif,2019-12-24 09:31:49,Glovo
مستخدم Google,مناطق التوصيل قليله,1,negatif,2019-12-23 20:01:48,Glovo
مستخدم Google,مفيش توصيل دار السلام شارع الفتح من شارع مصر حلوان الزراعي أسواق الموجودة في المكان لي كده سئ,1,negatif,2019-12-22 22:57:08,Glovo
مستخدم Google,طب انتو عاملين اعلان علي اي اساس وانتو منطقة التوصيل عندكم محدودة جدا جدا جدا,1,negatif,2019-12-22 09:36:03,Glovo
مستخدم Google,تطبيق سئ لانه مش بيغطي مناطق كتير كل لما احاول اجربه في مكان مختلف مش بيشتغل,1,negatif,2019-12-22 03:57:31,Glovo
مستخدم Google,مش عارفه اسجل عليه خالص,1,negatif,2019-12-21 17:00:26,Glovo
مستخدم Google,الاوردر اعد سعتين و بعد كل ده رن عليه وحده قلتلي الاوردر التلغي خارج النطاق شركه زباله,1,negatif,2019-12-20 18:14:07,Glovo
مستخدم Google,لا يشمل جميع الأماكن ويحتاج التعريب,1,negatif,2019-12-20 16:48:40,Glovo
مستخدم Google,المساعدة في التطبيق سيئة جدا يعني لو جالك اوردر غلط خلاص ربنا يعوضك,1,negatif,2019-12-18 22:13:07,Glovo
مستخدم Google,حلو اوي اوي اوي اوي,5,positif,2019-12-18 19:03:44,Glovo
مستخدم Google,جيد جدااا,5,positif,2019-12-18 16:50:40,Glovo
مستخدم Google,ممتاز جدا واجمل ما فيه سرعة التوصيل جميل جدااا,5,positif,2019-12-18 16:19:01,Glovo
مستخدم Google,برنامج ابن كلب,1,negatif,2019-12-17 21:18:11,Glovo
مستخدم Google,ليه مش بالعربى,1,negatif,2019-12-16 19:08:19,Glovo
مستخدم Google,سريع وخدمه ممتازه,5,positif,2019-12-16 13:01:56,Glovo
مستخدم Google,أنا عايز اشتغل في جلوفو بس مش عارف أتعامل مع البرنامج بعد اذنكم توضيح لكي أعمل,2,negatif,2019-12-15 15:30:58,Glovo
مستخدم Google,ابلكيشن ممتاز,5,positif,2019-12-14 23:38:59,Glovo
مستخدم Google,ليه مش بالعربي,1,negatif,2019-12-13 01:49:41,Glovo
مستخدم Google,سريع جدا,5,positif,2019-12-12 15:36:25,Glovo
مستخدم Google,لحد دلوقتي مش عارفه اشغلو طريقتو صعبه اووي,1,negatif,2019-12-11 06:07:22,Glovo
مستخدم Google,موقع جد سيء😢🤨🤬,1,negatif,2019-12-10 15:52:56,Glovo
مستخدم Google,للاسف موقع غير امين في المحاسبة بكروت الفيزا تطلب اوردر بمبلغ و لما يوصلك تلاقي المبلغ ذاد,1,negatif,2019-12-08 19:15:44,Glovo
مستخدم Google,سيء جدا والاسعار غير اللي موجوده علي الابليكيشن,1,negatif,2019-12-07 21:09:20,Glovo
مستخدم Google,مفيش منه عربي,2,negatif,2019-12-07 18:54:28,Glovo
مستخدم Google,جامد,5,positif,2019-12-07 02:30:02,Glovo
مستخدم Google,ممتاز ومنتهى الاحترام والسرعة,5,positif,2019-12-06 22:22:48,Glovo
مستخدم Google,تمام.,5,positif,2019-12-06 18:38:23,Glovo
مستخدم Google,بحبكككككم,5,positif,2019-12-06 14:10:17,Glovo
مستخدم Google,جيد جداً يعيبه فقط ارتفاع تكلفة التوصيل قليلاً يعني كان المفترض حساب التوصيل ١٠ ج لأني مش بعيد للدرجة و لكن الحساب كان ١٥ و لكن جيد جداً و الدليفري كان رجل محترم جزاه الله خيراً,5,positif,2019-12-06 08:27:56,Glovo
مستخدم Google,افضل تطبيق من حيث التوصيل والشباب الي شغالين فيه,5,positif,2019-12-06 06:00:47,Glovo
مستخدم Google,لي مفيش عربي يا جماعه بجد دي مشكله كبيره,4,positif,2019-12-05 20:13:19,Glovo
مستخدم Google,جميل ومونجز,5,positif,2019-12-05 14:47:27,Glovo
مستخدم Google,معفن,1,negatif,2019-12-05 00:15:22,Glovo
مستخدم Google,ممتاز جدا جدا واسعاره رخيصة اوي,5,positif,2019-12-04 21:21:34,Glovo
مستخدم Google,فريق ودعم ممتار,5,positif,2019-12-04 18:35:49,Glovo
