Token,Type
مادعيته,neutre
سرا,neutre
جهرا,neutre
تكتبه,neutre
إتحاد,neutre
التطواني,neutre
ديربي,neutre
الشمال,neutre
رتم,neutre
سريع,neutre
اللقاء,neutre
مبارة,neutre
الاهلي,neutre
السعودي,neutre
المشاهدة,neutre
فرق,neutre
دعوة,neutre
لاهل,neutre
الجزائر,neutre
طال,neutre
السيدة,neutre
وطنيتها,neutre
يأتي,neutre
بالسعي,neutre
النصيب,neutre
الشيء,neutre
يسعى,neutre
عصيد,neutre
نعرف,neutre
اليأس,negative
أحبابنا,positive
نتحمل,neutre
الصعاب,negative
جائزه,positive
نوبل,neutre
للوفاء,positive
تمنح,neutre
افتخار,positive
لفانز,positive
النجمه,positive
رفع,neutre
قدركم,neutre
شابا,neutre
حينما,neutre
يشيب,neutre
مرضى,neutre
المرض,neutre
بارعة,positive
امل,positive
تحتل,neutre
مراكز,neutre
متقدمة,neutre
النمو,positive
التطور,positive
لاعضاء,neutre
عضوات,neutre
الشبيبة,neutre
الاستقلالية,neutre
زارو,neutre
ابنتي,neutre
سيدرة,neutre
عامر,neutre
للاطمئنان,positive
حالتها,neutre
الصحية,neutre
منطقي,positive
قدرك,neutre
خيالك,neutre
يرسم,neutre
البسمه,positive
شفاهي,neutre
ياخذني,neutre
مدى,neutre
الثقافة,positive
هاذي,neutre
تشرف,positive
موهوووووبة,positive
معشوقتي,positive
السوداء,neutre
واسكنها,neutre
جنانه,positive
اغلى,neutre
الذهب,neutre
ماقرأت,neutre
استاذة,neutre
احسان,positive
الفقيه,neutre
وباقي,neutre
العناصر,neutre
جزاكم,positive
جد,neutre
اتابع,neutre
رحلتكم,neutre
الهادفة,positive
لتدفئة,positive
أغبار,neutre
وادخال,neutre
موقفكم,neutre
النبيل,positive
وحلفائها,neutre
يستحقون,positive
غزو,negative
صمت,neutre
الفقيد,neutre
البقالي,neutre
شاركنا,neutre
مقولة,neutre
قرأتها,neutre
أعجبتك,positive
احداث,neutre
تبحث,neutre
قيمتك,neutre
أعين,neutre
إبحث,neutre
ضميرك,neutre
ارتاح,positive
الضمير,neutre
ارتفع,neutre
المقام,neutre
واتفق,neutre
بخصوص,neutre
اسيا,neutre
طقالبا,neutre
نطالب,neutre
ترميم,neutre
المدارس,neutre
الحجرات,neutre
الدراسية,neutre
بحياتي,neutre
الطموحين,positive
الناجحين,positive
أستمد,neutre
قوتي,positive
قوتهم,positive
صبرهم,positive
نجحت,positive
يوفقها,positive
لنجاح,positive
الشيخ,neutre
عثيمين,neutre
اداب,neutre
يلح,neutre
يكرر,neutre
أصبح,neutre
باحد,neutre
فمنك,neutre
وحدك,neutre
وانت,neutre
المترشح,neutre
املا,neutre
لتغيير,neutre
تجرح,negative
طفلا,neutre
ذاكرة,neutre
الصغار,neutre
تنسى,neutre
الصفعات,negative
ساعات,neutre
متواصلة,neutre
كلل,neutre
ملل,negative
جغرافيا,neutre
الفداء,positive
العدل,positive
ثبات,positive
المبدأ,neutre
ضجة,neutre
البائعين,neutre
تشبث,neutre
لاإلاه,neutre
لاشريك,neutre
ولأحبتي,positive
واستغفر,positive
لذنبي,negative
وللمؤمنين,positive
المؤمنات,positive
المسلمات,positive
الأحياء,neutre
الأموات,neutre
الإجابة,neutre
إطلاق,neutre
تلفزيونية,neutre
بفريقينا,neutre
الأندية,neutre
الأوروبية,neutre
التعليم,neutre
التعلم,neutre
التدريس,neutre
تشري,neutre
الشقق,neutre
تسكن,neutre
مسمعك,neutre
تلاوة,neutre
عطرة,positive
المطرود,negative
طالباتك,neutre
دكتورة,neutre
ابتسام,neutre
انسى,neutre
استمتعت,positive
واستفدت,positive
السنوات,neutre
تستاهلين,positive
تلقى,neutre
خدمة,neutre
بحال,neutre
هاكا,neutre
خاصك,neutre
دمر,neutre
تستاهالها,neutre
فأو,neutre
روبا,neutre
فالمغرب,neutre
ورغم,neutre
تعب,neutre
سننسى,neutre
تبرعت,positive
بجزئ,neutre
مالها,neutre
المصلحة,neutre
قطعة,neutre
نقدية,neutre
يعنيني,neutre
لأنني,neutre
الجزائري,neutre
ولدي,neutre
القضايا,neutre
تعنيني,neutre
الصورة,neutre
متداولة,neutre
الدول,neutre
يبعد,neutre
تخريبها,neutre
رأي,neutre
ريال,neutre
أصبحت,neutre
تتعلق,neutre
المايسترو,neutre
لوكا,neutre
مودريتش,neutre
الدنا,neutre
محمدو,neutre
الليله,neutre
برحمتك,positive
الواسعة,neutre
سحر,positive
طبيعي,neutre
أشهد,neutre
ألله,positive
شهد,neutre
ينقطع,neutre
أمتع,positive
براءة,positive
الصغر,neutre
موجبات,neutre
عزائم,neutre
إثم,negative
الغنيمة,positive
بر,positive
النجاة,positive
حقنا,neutre
اضعافها,neutre
حكامك,neutre
قوله,neutre
تتحرر,neutre
فلسطين,neutre
إبداع,positive
النحت,neutre
الخشب,neutre
مذهل,positive
ماجمل,positive
نشتغل,positive
انفسننا,neutre
يهم,neutre
يهمنا,neutre
حبنا,positive
كرهنا,negative
أمسية,neutre
رائعه,positive
الأصدقاء,neutre
غباء,negative
تربية,neutre
حقكم,positive
تفتخروا,neutre
الحارس,neutre
الانترنت,neutre
اختراع,positive
بشري,neutre
التأمل,positive
المنظر,neutre
الهدوء,positive
التوازن,positive
دفعت,neutre
هائلة,neutre
لمواصلة,neutre
يسافرون,neutre
يتغيرون,neutre
تتغير,neutre
نظرتهم,neutre
للحياة,neutre
فكرتهم,neutre
الرفاهية,positive
رائحة,neutre
الهواء,neutre
الراحة,neutre
الإنتماء,neutre
منزلنا,neutre
وبعض,neutre
خلقت,neutre
لتقال,neutre
مره,neutre
واحده,neutre
يخفي,neutre
مشاعره,neutre
تنازعه,neutre
لتفجيرها,neutre
بعيون,neutre
دامعة,negative
إنكسارا,negative
أنيق,positive
بوجود,neutre
اعتاد,neutre
يوزع,neutre
فسيبقى,neutre
بيده,neutre
تماما,neutre
نسمات,neutre
تلطفه,neutre
تخبرنا,neutre
افران,neutre
صور,neutre
ارسلت,neutre
للإشارة,neutre
الحرارة,neutre
اعتقد,neutre
الإحساس,neutre
المرء,neutre
مطمئنا,positive
بالخوف,negative
الريبة,negative
تعتليه,neutre
الشكوك,neutre
الضيقة,neutre
فحسب,neutre
جنبنا,neutre
رفاق,neutre
السوء,negative
سلمنا,neutre
الاشرار,negative
الليل,neutre
اطراف,neutre
النهار,neutre
الاعلان,neutre
الاسرار,neutre
واهدنا,neutre
تحبه,positive
ياغفار,positive
وليكن,neutre
الغرباء,neutre
مريح,positive
ذمتي,neutre
متألقة,positive
لعزيمة,positive
اسألك,neutre
طمأنينة,positive
شغفا,positive
المتهاوية,neutre
نفوسنا,neutre
رحبه,positive
وضحكاتنا,positive
حاضره,neutrneutree
بفرحه,positive
تسر,positive
خاطري,neutre
أقوله,neutre
جاهدا,neutre
علاقاتك,neutre
شرا,negative
لتسعد,positive
سيبعث,neutre
ليسعدك,positive
نشجع,positive
المواهب,neutre
سبق,neutre
ظهر,neutre
برامج,neutre
ايدر,neutre
الإشادة,neutre
التنويه,positive
رواية,neutre
ابحث,neutre
شيق,neutre
فقد,neutre
أوشكت,neutre
إنهاء,neutre
كتابي,neutre
انهض,neutre
بذاتك,neutre
انصحك,positive
بقراءته,neutre
معان,neutre
عميقة,positive
فهمي,neutre
لمراجعتك,neutre
استاذي,neutre
بالغريب,neutre
عنكم,neutre
مرتقب,neutre
اكادير,neutre
ضمن,neutre
برمجتكم,neutre
توضيح,neutre
مزيدا,neutre
توج,neutre
ببطولة,neutre
إفريقيا,neutre
للمحليين,neutre
نظمت,neutre
نظيره,neutre
النيجيري,neutre
نظيفة,positive
سجل,neutre
حدراف,neutre
هدفين,neutre
الكرتي,neutre
الكعبي,neutre
احتضنها,neutre
المركب,neutre
الخامس,neutre
معذبهم,negative
رفض,neutre
عرض,neutre
الكفار,negative
بنعطية,neutre
بوفال,neutre
المراوغات,neutre
تنتهي,neutre
التوضيح,neutre
مدرب,neutre
رونار,neutre
اتكلو,neutre
أحلامنا,positive
يسعدنا,positive
فكيف,neutre
تحققت,neutre
المدافعين,neutre
توفيق,neutre
دوري,neutre
ومازلت,neutre
انتظر,neutre
يهديني,positive
كهذه,neutre
تصغير,neutre
حقد,negative
اتكلم,neutre
بالمنطق,neutre
وحتى,neutre
لاننسى,neutre
بعقول,neutre
متنورة,positive
ممتعه,positive
زياش,neutre
مزراوي,neutre
كالعاده,neutre
انصر,positive
إخواننا,neutre
أسد,positive
الجمعه,neutre
ظهره,neutre
سرورا,positive
عصره,neutre
إستبشارا,positive
مغربه,neutre
غفرانا,positive
ترد,neutre
هبكم,neutre
فتح,neutre
بابا,neutre
يسد,neutre
مبروووك,positive
رجاء,neutre
فخرر,positive
عزائنا,positive
لأهالي,neutre
ضحايا,neutre
فاجعة,negative
القطار,neutre
الموتى,neutre
المصابون,negative
الغذ,neutre
يعطو,neutre
مالديهم,neutre
دولتنا,neutre
ديكتاتورية,negative
لحتى,neutre
تشترط,neutre
ديننا,neutre
عسر,neutre
عنصريين,negative
متعايش,neutre
يفرحهم,positive
الواعية,positive
تفرق,neutre
سياسة,neutre
رياضة,neutre
تصاحب,neutre
يكتم,neutre
سرك,neutre
عيبك,negative
ينشر,neutre
يطوي,neutre
سيئاتك,negative
تجده,neutre
ولنا,neutre
أمنيات,positive
إجعلها,neutre
بالدم,neutre
بالروح,neutre
بالعرق,neutre
نفديك,positive
يامغرب,neutre
مثابر,positive
طموح,positive
جاءك,neutre
المهموم,negative
أنصت,neutre
المعتدر,positive
المحتاج,neutre
انفق,positive
المطلوب,neutre
جيبك,neutre
مصحف,neutre
اية,neutre
التقدم,neutre
كفاح,positive
بقلم,neutre
يصف,neutre
باجمل,positive
متحمس,positive
لقراءتها,neutre
نجاة,neutre
الفضاء,neutre
جيدة,positive
أتم,neutre
أقترح,neutre
التغريد,neutre
اللغة,neutre
الأمازيغية,neutre
لأنهم,neutre
اللغات,neutre
الرسمية,neutre
مغربنا,neutre
اولا,neutre
دل,neutre
يدل,neutre
شخصيتك,neutre
تفكيرك,neutre
مايخجلني,positive
غيمة,neutre
سوداء,neutre
يعود,neutre
سالما,positive
مشافى,positive
بصعبة,neutre
عبدك,neutre
امده,neutre
بالقوة,neutre
الرياضية,neutre
حللها,neutre
ومن,neutre
ينسى,neutre
ينجينا,neutre
الاشكال,neutre
بدات,neutre
تنتشر,neutre
مجتمعاتنا,neutre
الاعلام,neutre
يستضيفهم,neutre
يجعلهم,neutre
مشاهدون,neutre
تاما,neutre
يلبسه,neutre
ثوب,neutre
يريكم,neutre
مكروها,negative
بمتابعتك,neutre
الراقية,positive
بتعادل,neutre
ارض,neutre
للنسور,neutre
الخضر,neutre
لفريق,neutre
تمثيل,neutre
خارجيا,neutre
مانوع,neutre
الكمامة,neutre
يصد,neutre
الفيروسات,neutre
ننشرها,neutre
يستفيد,neutre
ظل,neutre
انتشار,neutre
مرض,neutre
أنصح,positive
بارتداء,neutre
الطبية,neutre
واستعمال,neutre
معقم,neutre
اليدين,neutre
بشكل,neutre
استعمال,neutre
عمومي,neutre
انصحوا,neutre
نحد,neutre
خطورة,neutre
فالوقاية,positive
العلاج,neutre
الغمة,negative
بأسرع,neutre
مايمكن,neutre
لاتدع,neutre
ذنبا,negative
مريضا,neutre
شفيته,positive
ميتا,neutre
رحمته,positive
استجبته,positive
تائبا,positive
قبلته,positive
أكثرو,neutre
لاتوجد,neutre
مشكلة,negative
تشرفت,positive
يخبرنا,neutre
تأجلت,neutre
سيأتي,neutre
فجرها,neutre
لتشرق,positive
فاستبشروا,positive
تفاءلوا,positive
تفاؤل,positive
نستفيد,positive
الأشرعة,neutre
يرى,neutre
بعين,neutre
طبعه,neutre
المبادرة,positive
النبيلة,positive
اهدافها,neutre
المرجوة,neutre
الخيرة,positive
يوفقكم,positive
يجعله,neutre
حسناتكم,positive
أفصح,positive
أبلغ,neutre
أناملك,neutre
اقبل,neutre
بالمكان,neutre
أين,neutre
الأكثر,neutre
أهمية,positive
الذهاب,neutre
تكتب,neutre
يشارك,neutre
الحملة,neutre
تدعو,neutre
للخير,positive
نبيلة,positive
القائمة,neutre
اعلام,neutre
الصائب,positive
تستجيب,neutre
جزر,neutre
الامتاع,neutre
البطولات,neutre
المحلية,neutre
الاقليمية,neutre
القارية,neutre
للتوضيح,neutre
عادل,positive
قانون,neutre
بزاف,neutre
واحسانك,positive
تمم,neutre
مايكون,neutre
ولهذا,neutre
السبب,neutre
يتبدلون,neutre
ثابتة,neutre
عرش,neutre
انظر,neutre
اكترث,neutre
يذهب,neutre
ياراقي,positive
تهنئتك,neutre
ينجحك,positive
يوصلك,neutre
مرادك,neutre
اكثرهم,neutre
شان,neutre
بالتاكيد,positive
مثلك,neutre
جمعني,neutre
باصدقاء,neutre
واهل,neutre
قريبين,neutre
واقل,neutre
اتشارك,neutre
لاطعم,neutre
مشاركتكم,neutre
النقاط,neutre
الصائم,neutre
العابد,positive
يدخل,neutre
بعمله,neutre
برحمة,positive
وسعت,neutre
يحاسب,neutre
تعرف,neutre
ماهي,neutre
نية,neutre
ولذلك,neutre
الحساب,neutre
لرب,neutre
برحمته,positive
يجازي,positive
الناسي,neutre
يابنت,neutre
الاكرمين,positive
مشاركة,neutre
ابراهيم,neutre
دعوتك,neutre
مثلها,neutre
الرأي,neutre
الحصاد,neutre
اتم,neutre
وجود,neutre
الدافع,neutre
الايجابي,positive
ياجماعة,neutre
استهدوا,positive
واخزوا,neutre
الشيطان,negative
احيك,positive
شمال,neutre
نعترف,neutre
بالمشكلة,negative
خطوة,neutre
لحل,neutre
المشاكل,negative
الإصرار,positive
العزيمة,positive
التخطيط,neutre
السليم,positive
المحاولة,neutre
تلو,neutre
ستنجح,positive
ياقوي,positive
محفز,positive
يتغمدهم,neutre
مغفرته,positive
يسكنهم,neutre
يشفيها,positive
يلبسها,neutre
الضر,negative
الباس,negative
يكتب,neutre
اسلوبك,neutre
السودان,neutre
يوفقه,neutre
للسودانيين,neutre
الاسلامية,positive
لايمكن,neutre
المناسبة,neutre
احتفال,positive
الاحتفال,positive
يصلح,positive
حالنا,neutre
لاتتخذ,neutre
قرارا,neutre
غاضب,negative
تقدم,neutre
عدا,neutre
يعين,neutre
تعليمها,neutre
محتاجين,neutre
لافضل,positive
النماذج,neutre
للنهوض,positive
ببلادنا,neutre
مبدعة,positive
انتقائك,neutre
المضمون,neutre
لكثير,neutre
بناتنا,neutre
واخواتنا,neutre
قلمك,neutre
أوافقك,positive
الرجل,neutre
المعاني,neutre
اعدوا,neutre
استطعتم,neutre
اسلحتهم,neutre
صنعوها,neutre
يعرفوا,neutre
خباياها,neutre
تستخدم,neutre
ضدهم,neutre
لانهم,neutre
سيستخدمونها,neutre
سيعلمون,neutre
سيستخدمها,neutre
اجتهاد,positive
انجازات,positive
عودتينا,neutre
مبهر,positive
مبدع,positive
مشكورين,positive
اللبناني,neutre
اشراق,neutre
امحترمين,positive
يرحمو,positive
بادر,neutre
الإحباطات,negative
اليومية,neutre
القدرة,neutre
إطفاء,neutre
حماسك,positive
ضعف,negative
همتك,positive
تشتت,negative
تركيزك,neutre
إنجاز,neutre
الأهداف,neutre
المعوقات,negative
تخجل,positive
عشها,neutre
بطبيعتها,neutre
يمنعك,negative
كبريائك,neutre
التعبير,neutre
زرت,neutre
تونس,neutre
اكلتها,neutre
المطبخ,neutre
الذ,positive
تنوعا,neutre
صدقني,neutre
ياصديقي,neutre
أبيض,neutre
فسيحترمك,positive
بغض,neutre
النضر,neutre
مضهرك,neutre
ممتاز,positive
يلقى,neutre
القصة,neutre
مشيقة,positive
شهداء,positive
حادثة,neutre
السير,neutre
بطنجة,neutre
أهلهم,neutre
معارفهم,neutre
لهاذ,neutre
الساحر,positive
صوت,neutre
يتكرر,neutre
التساقطات,neutre
الغزيرة,neutre
للإنسان,neutre
منحه,positive
تحمله,neutre
مفهوم,neutre
لقوله,neutre
تعالى,neutre
يكلف,neutre
نفسا,neutre
وسعها,positive
البسطاء,neutre
نملك,neutre
نعوز,neutre
امالنا,neutre
نستبشر,neutre
البائسة,negative
تحيط,neutre
نستيقظ,neutre
حدوث,neutre
مبهجة,positive
عيوننا,neutre
نيأس,negative
تشرق,positive
تتلون,neutre
السواد,neutre
ينتشر,neutre
الدفىء,positive
صدقة,positive
ولكم,neutre
بتوقيتي,neutre
سيال,neutre
بهي,neutre
بقلمك,neutre
اتحفتنا,positive
وضعت,neutre
القلم,neutre
شيمك,neutre
التصحيح,neutre
الضروري,neutre
تعجب,neutre
الواجب,neutre
إحترامهم,positive
امورك,neutre
واسعدك,positive
نعبد,neutre
وقيم,neutre
وقامة,neutre
مبادرة,positive
المديرية,neutre
المواطنين,neutre
رائعين,positive
يشعرونك,neutre
بسمو,positive
الانسانية,positive
فوارق,neutre
الانتماء,neutre
المعتقد,neutre
مواطن,neutre
واعي,positive
المواطنة,neutre
وطننا,neutre
فداه,neutre
للوداد,neutre
البيضاواوي,neutre
شباك,neutre
الاماراتي,neutre
لقطة,neutre
تصدق,positive
حقيقة,neutre
صورة,neutre
ممتازة,positive
افراد,neutre
العائلة,neutre
الكبيرة,neutre
اهدي,positive
المتمنيات,neutre
الفطر,neutre
المبارك,positive
نتقدم,neutre
اليكم,neutre
باحر,positive
التهاني,positive
التبريكات,positive
ذويكم,neutre
بموفور,neutre
إنشاء,neutre
بصاحب,neutre
القيلولة,neutre
احفظك,positive
الولد,neutre
الشخصية,neutre
الصريحة,positive
احبائي,positive
اسيدي,positive
اختيارات,neutre
الإمام,neutre
بادرة,neutre
محمودة,positive
عصام,neutre
صبر,positive
عقيد,neutre
غزالة,positive
سوس,neutre
المعلومات,neutre
القيمة,positive
اختاه,neutre
ليكم,neutre
المسامحة,positive
اهتمام,positive
وفاء,positive
تيقتك,positive
ابرك,positive
عفاف,positive
سؤال,neutre
محله,positive
أقدر,neutre
زدني,neutre
أطلب,neutre
العلمية,neutre
العملية,neutre
فتاة,neutre
مثقفة,positive
الالق,positive
يسلمك,neutre
نهاركم,neutre
يسخر,neutre
نوركم,positive
تؤاخذنا,neutre
السفهاء,negative
ايمانهم,neutre
الاجر,positive
للاروعة,positive
عمي,neutre
محظوظة,positive
الاستاذة,neutre
يهدينا,positive
ماكتمنى,neutre
الحكمة,neutre
زهق,positive
الباطل,negative
نهارك,neutre
المثال,neutre
هاتفك,neutre
الاف,neutre
درهم,neutre
المتبادلة,neutre
بالضبط,neutre
امازيغية,neutre
شارك,neutre
ماتخيب,positive
الشروق,neutre
أبتسم,positive
للكلام,neutre
الحلو,positive
بس,neutre
تصدقه,neutre
حاظر,neutre
تحن,neutre
سقاني,neutre
البارح,neutre
مرار,neutre
الترحال,neutre
بأس,negative
يهتم,neutre
تعتقد,neutre
سيدركون,neutre
النظريه,neutre
التاريخيه,neutre
لاتخسر,positive
راحتك,positive
اخسر,negative
أعي,neutre
يخفق,neutre
لصوت,neutre
تتوقف,neutre
خذلتنا,negative
فدائما,neutre
ھو,neutre
ليتك,neutre
معي,neutre
ساهر,neutre
ليل,neutre
الهوا,neutre
الظي,neutre
اخترتك,neutre
للقلب,positive
يانسيم,neutre
ياليل,neutre
ياجامع,neutre
قلبين,positive
نخفي,neutre
فاضح,negative
يحاولون,neutre
التظاهر,neutre
بقسوة,negative
بعدم,neutre
اهتمامهم,positive
أحوج,neutre
تحيا,positive
تحرم,negative
لحظاتك,neutre
تحدثني,neutre
وصالك,neutre
عطاك,neutre
الحظ,positive
عيون,neutre
يتمنى,neutre
امنيه,neutre
ولغيرك,neutre
مايميل,neutre
وعد,neutre
اشوف,neutre
الاعمال,neutre
صلاة,neutre
العشاء,neutre
شباب,neutre
شقيق,neutre
امسية,neutre
يرضي,positive
لتشجيعاتك,positive
المفيدة,positive
مستعدة,neutre
تجعل,neutre
جائعا,neutre
اطعمته,neutre
فقيرا,neutre
اغنيته,neutre
دواء,neutre
بعدك,neutre
ملذات,positive
وامنياته,neutre
وأصبحت,neutre
مغرم,positive
أمسيت,neutre
طريح,neutre
بالشي,neutre
القليل,neutre
الدهر,neutre
كونوا,neutre
صالحين,positive
قصيدة,neutre
نسيم,neutre
بالخد,neutre
الظيء,neutre
النداءات,neutre
طهرا,positive
الفلاح,positive
تواريخ,neutre
حبيتك,positive
النجوم,positive
متميز,positive
شبيه,neutre
نسي,neutre
اسمه,neutre
هجر,neutre
ولم,neutre
يزره,neutre
زائر,neutre
يذكره,neutre
ذاكر,neutre
لغيرك,neutre
القصيد,neutre
يرضيني,positive
بسمتك,positive
الفجر,neutre
مسروق,negative
نلتقي,neutre
مانلتقي,neutre
نجم,neutre
عالي,neutre
تشوف,neutre
غيره,neutre
صادف,neutre
مبسمك,positive
واسعه,neutre
تطمئن,positive
أنفسهم,neutre
تقر,neutre
عينهم,neutre
واجعلهم,neutre
السعداء,positive
قبورهم,neutre
جنتك,positive
صدقيني,neutre
يحكي,neutre
حقيقه,neutre
ارى,neutre
ملاك,positive
واجبي,neutre
ازرع,neutre
ملامحك,neutre
واسمع,neutre
غيري,neutre
تنساني,neutre
خافوا,neutre
جمعت,neutre
لوجدتها,neutre
تساوي,neutre
وقتي,neutre
استغفرالله,positive
القيوم,positive
لاإله,neutre
وحبي,positive
سما,neutre
جماعة,neutre
ذمة,neutre
يمسي,neutre
تمنيت,neutre
ماطلبت,neutre
لقاك,neutre
وحبيبنا,positive
محمد​​​​,neutre
مسمى,neutre
شعور,neutre
اسهل,neutre
العبادات,neutre
وابسطها,neutre
أيامكم,neutre
فأكثروا,neutre
صلاتكم,neutre
معروضة,neutre
تعلق,neutre
تعلقت,neutre
سكنته,neutre
اصدق,positive
نظرات,neutre
عوضه,neutre
يفتن,positive
فالشيء,neutre
رساله,neutre
واضحه,neutre
الحضور,neutre
تسعد,positive
تسمعه,neutre
فعليها,neutre
ترزقون,positive
مسكنهم,neutre
أصحاب,neutre
اليمين,neutre
يارحمن,positive
يارحيم,positive
اكتب,neutre
أياما,neutre
مقبلة,neutre
واسعدنا,positive
بتفاصيلها,neutre
غمرنا,neutre
بخيرك,positive
يفنى,neutre
الحامدين,positive
فالحمدلله,positive
اغفر,positive
ذنوبنا,negative
اشرح,positive
صدرونا,neutre
أمورنا,neutre
تجعلنا,neutre
الأشقياء,negative
خاف,neutre
دعواتك,neutre
أميرتي,positive
ورد,neutre
يحقد,negative
عطاء,neutre
تبكيني,negative
رزقني,neutre
صديقة,neutre
أختا,neutre
ندى,neutre
يرزقنا,neutre
حيينا,positive
وحياتك,neutre
احساسك,neutre
يجمعكم,neutre
أستاذي,neutre
حروفي,neutre
تشجيعك,positive
وجودك,neutre
تتمنى,neutre
دنياك,neutre
وايامك,neutre
وحفظك,positive
طريقك,neutre
حبيبتنا,positive
الازدهار,positive
افراحك,positive
يمدنا,neutre
العوض,neutre
صافية,neutre
الأصيلة,positive
طاقة,neutre
ايجابية,positive
أطنان,neutre
الوافي,positive
سامحت,positive
ابتغاء,neutre
طمعا,neutre
عفوك,positive
فاشهد,neutre
حسبنا,neutre
الحكيم,positive
وجزاك,positive
بشهادتك,positive
تشجيعاتك,positive
عظم,positive
اجركم,positive
اطفال,neutre
اقصد,neutre
الياسمين,positive
تواضع,positive
تفاعلك,neutre
لروحك,neutre
المتسامحة,positive
اثق,positive
قدراتك,neutre
الاخيار,neutre
سعادتكم,positive
الأوفياء,positive
أفتخر,positive
بصداقتهم,neutre
محبتهم,positive
دخل,neutre
مسائكم,neutre
سبحانه,positive
ولتشجيعك,positive
مروركم,neutre
عنوانه,neutre
شامخة,positive
وقوية,positive
بمعية,neutre
فاطمئني,positive
عزيزتي,positive
فوضت,neutre
لملك,neutre
بالأحسن,positive
دينا,neutre
خلقا,positive
إحساس,neutre
شامخا,positive
كلاما,neutre
البساطة,neutre
العفوية,positive
الترحيب,positive
بالضيف,neutre
يجازيك,positive
مجيد,positive
بأخت,neutre
تواصلنا,neutre
محبتنا,positive
بالدنيا,neutre
هين,neutre
ثقة,positive
يجمل,positive
يسامحنا,positive
يرفع,neutre
سيصلك,neutre
لطف,positive
ينساك,neutre
سيعوضك,neutre
أستاذنا,neutre
بياض,neutre
ممتنة,positive
لوجود,neutre
مثقفين,positive
بصفحتي,neutre
باقات,neutre
تجعلك,neutre
حذرا,neutre
تفقدك,negative
الثقة,positive
فيمن,neutre
ثقتك,positive
امرك,neutre
يفرحك,positive
يأسرك,negative
تعامله,neutre
خوفه,neutre
سيطيب,neutre
القيد,neutre
الروحي,neutre
تكتفي,neutre
بسجن,negative
رود,neutre
لتشجيعك,positive
اهتماما,positive
المصور,neutre
وعليك,neutre
عوضني,neutre
عوضا,neutre
يراقبنا,neutre
مسا,neutre
الرفعة,positive
أنرت,positive
بحروفك,neutre
شمعة,neutre
وحياتي,neutre
لحرفي,neutre
بدونكم,neutre
تزيدونه,neutre
جمالا,positive
عبثا,negative
أشواك,neutre
حظك,neutre
ستزهر,positive
بقدرة,neutre
المتعال,neutre
جعلني,neutre
تظنون,neutre
أمانيك,neutre
سجدت,neutre
الجباه,neutre
خشعت,neutre
اقض,positive
حاجاتنا,neutre
وفرح,positive
صلي,neutre
احفضك,neutre
القول,neutre
التيسير,positive
لخطواتنا,neutre
أفتح,neutre
أصرف,neutre
نعلم,neutre
خفاياه,neutre
مدبره,neutre
نثق,positive
أكتب,neutre
وحبتي,negative
إجابة,neutre
الأبناء,neutre
العطاء,neutre
محو,neutre
ستر,neutre
العيوب,negative
ولين,positive
تفريج,positive
الهموم,negative
تيسير,positive
الأمور,neutre
وليلة,neutre
فمن,neutre
عشرا,neutre
الاعتراف,neutre
اسال,neutre
يشافيك,positive
المحترمة,positive
زمنهم,neutre
قصصهم,neutre
كلامهم,neutre
حكم,neutre
سنحكي,neutre
لأحفادنا,neutre
زمن,neutre
فارغ,neutre
يسبح,neutre
الرعد,neutre
الملائكة,neutre
خيفته,neutre
صيبا,neutre
ارحمهم,positive
شاكرين,positive
ذاكرين,neutre
اتنا,neutre
قنا,neutre
عذاب,negative
صعب,negative
فاللهم,positive
مطلبي,neutre
أجب,positive
دعوتي,neutre
أجبر,positive
لأولئك,neutre
المستبشرين,positive
ٱنف,neutre
يصادفني,neutre
أجزم,neutre
الدته,neutre
ارحموا,positive
مثواه,neutre
بحمدك,positive
يقف,neutre
الاعداء,negative
نصره,positive
حامي,positive
نعيشه,neutre
يرجع,neutre
الفضل,positive
وجميع,neutre
حاصرك,neutre
العسر,negative
الجهات,neutre
فاعلم,neutre
اليسر,positive
يختبئ,neutre
زوايا,neutre
قريبة,neutre
الموسم,neutre
يؤكد,neutre
هبط,neutre
للشارع,neutre
المنطق,neutre
الابداعي,positive
الجزيلمع,neutre
حينها,neutre
لفهمك,neutre
النهاية,neutre
واصلي,neutre
أسلوب,neutre
تزيد,neutre
قيلا,neutre
فخمس,neutre
رمشت,neutre
كذلكشكرا,positive
أقنعتني,neutre
يدك,neutre
علامة,neutre
اشتقتك,positive
سليم,neutre
اشاطرك,neutre
منشور,neutre
للترفيه,positive
وإضحاك,positive
اعضاءنا,neutre
هدفي,neutre
نشره,neutre
راقت,positive
خط,neutre
ابدعت,positive
اناملك,neutre
جنان,neutre
مستواك,neutre
الرسم,neutre
يتحسن,positive
بالفحم,neutre
بالحبر,neutre
كتابة,neutre
تلامس,neutre
أيادي,neutre
مهدي,neutre
العالمواصل,neutre
تألقك,positive
قبلك,neutre
الخلف,neutre
الفشلكلامك,negative
يغيرها,neutre
دائمه,neutre
مديم,neutre
النعم,positive
أدم,neutre
أبي,neutre
النعيم,positive
لحظة,neutre
لاتتوقعها,neutre
ستجد,neutre
أردته,neutre
تمنيته,neutre
بالحسبان,neutre
نواياها,neutre
تتحمله,neutre
نتجاهل,positive
ليبقى,neutre
مستمرا,neutre
يتحملك,positive
اسوء,negative
حالاتك,neutre
