commentaire,sentiment
@93Aymane_ Ah والله y’a des trucs j’me dis si il etait la sa ne serai jamais passer mais bon on fait confiance à الله subhanah,Neutral
"""La la machi makn3rfch n3oum ghi lma mglacé w majaybch frimija zayd "" https://t.co/Ii8myjieoe",Neutral
@HaninaLolo 3afak mes7i hadchi khali ta9 hanan 3amar ghir betsawra bla madiro nass akhrin plz,Positive
@Souhail_E ntmena dir chi video jdid,Neutral
@123mondial bekawni fhad lill okolhi 9odamna jit nhdar m3aha b adab ohit hadrti jatha 9assha 3tatni bloc !!,Negative
@imane_VALSK Hhhhhhhhhhhhh mktouba fih manxoufoux? Hh Basel critical Ghir hit kay3ejboni bhalek hadok trikowat o3jebni hadak lon,Positive
@claudefatia lay 3tihom (5arwan o chamkar o ra9issa)chi mossiba f had lila lmobaraka lilat l jomo3a diri m3ana yadik a l7biba o gholi amine,Negative
@Gulia_Salim tani haja raha hta hadik li ktabto fatin kant katlbas m9azab ou nhar ou metal m3a mortada ou souka hta hiya chhal bkat 3la rafa,Negative
@Bouquinophile raja la3ba had lmatch ghir b l'espoir o l3aba li ma9asoch kora 3am hadi o oulhaj kant bayna ai9wdp swai3,Negative
"@ben22031994 hhhhhh kolone yoghani 3ala laylah, kola i3lam taytebel 3la molah, i3lam dialna majakch 3ajib? hhhhhh",Neutral
@aymanlabhare @najwakaram wili wili teeeeeeeert ana ahssaaaaaaaaan Look,Positive
@IllaInna mabrouk 3lina o3liik lay dakhlo 3lina bssaha o salam kanouz,Positive
@FatineStar hadchi maghadich ifidna bwalo ou alwa9i3 ma3amrou Ghadi itbadal 7na 3arfin ana sa7ra magheribiya,Neutral
@lilianosa hadchi yantabe9 3la Nassim lianou Ihab dki o tay3rf ach tayder moch b5al Nassim li ghir mgdem,Neutral
@TijaniAmine @FFH_HQ Bali a tijani rah 3andek followers,Neutral
L'khobz daro jouaa Tlek skhoun #mkaiela #casaport ⚓ 😍😊😄 @ Mquilla Casa Port https://t.co/mIbMG3c0x2,Positive
Dubbi dubbi f monada 🔥 La salam la kalam Chriki chui pas la https://t.co/jVOGGHugAe,Neutral
"#IbtissamTiskat mghribiya wa aftakher f toooop (Maroc, jordan, arab) waaaaaw http://t.co/2QviJcKw1b",Positive
@SupZinabOussama Hhh fhaylaaaaaaa ghaybynouu zineb hya lwlaaaa je pense atkouun flekheer hit f l puub kidirou sn passage htal lekher awl,Neutral
@BtsJimin777 hadak member ship bo7do 7ada ila biti ttl3i niveau dyalk f fancafe 7it daba sahl anaki dkhli l fancafe ghir howa tatkoni niveau 1,Positive
@hanshasss @najoualoveaya1 lah ihfdek w injik w ikhlina dima khot wjiran wmthabin w ib3ed 3lina lfatanin li baghyin ifr9ona,Positive
@Fatimae06 fati 9oliha lhanan bach tfrah ou ta3ti mzyan ahlam dart liha follow ok,Positive
@SosoRM2 wissal momkin plz twssli bli momkin tasswit l rapha akter men marra b tghyir navigateur o f lportable momkin tms7i historik otswti,Neutral
@HajarTao @ayoubyam_ @Hamouz_ wahib mn les responsables dl'eagles (huwa li kan tayef m3a 10policiers bash isheduh) o had lhedra ghir tkhawr,Negative
"Sorry la awak. Masa apply uni dulu, internet/computer takdak. Duduk kat kampung hutan sana. Google pun tak tau menatang apa 😅 https://t.co/vj7Dy3IHHM",Neutral
Daba wach khassna nabdaw n3ayrobou nssabo bach had l3aba idiro nafss ?! 🤬😡🤬😡🤬😡🤬😡,Negative
Zgaw 3la hakim ra mal9ach kala f missr,Neutral
@zozogirl1993 wanaa 9etlihom matssebo had ...walakin homa cha3lo ka mgharba machi fans ibtissam ...,Negative
"@MAROCNEWS3 @wafae_bhd mandnch , howa b9a fih lhal hit katgol lih la darna la madwich m3aya haka o mli tra had blan magalt walo lakhor fhmti",Neutral
@Pika_Hind @Mia_ScaT @MayssouneSaber @m_pikwangchu @heyyemusic @JAELeBonBon 7TA ANA 9BILA DKHALT L9IT 28 XDDDDDDDDDDDDDDDDDDDDD,Positive
@sararady573 plz 2olilhom ysawto la bety plz nzchriha bety w ghada wa7ed w kenza fayta bety w al mosaba9a ba9i liha 10min wtsali plz sa3dona,Neutral
li 3ando snapchat raha dakhla b : miss-pingouin #كلنا_سعد_المجرد,Neutral
@AlaouiYounes1 @issamagadir @PL4News @MhammedGooner @Samirzaki17 @Rida_barcawi wayah hhh daba thto f terrain ykhrb9 bnadm hhh,Neutral
@Hanasoltani1 Hh goulilha ghi touul 3lina khatra 3la khatra f twitter hhh w tetfakrna wlh mandiroulha haya Hhhh,Neutral
@SihamsimsimZaza ok ana ma3andix tand5ol mn lpc mchit fiha mab9it nchof walo?,Neutral
BAHAHHAHAA DRI HDAYA KHLA MIC MTLOU9 OU ANA TAN RB RB HDAH 😭😭😭,Neutral
Sbah lkhir o sbah mbrok o nhar mabrok o jomo3a mobaraka o 3wacher mabroka inchallah bkol matatmanna 😀,Positive
@lalaisrae o jiiiiw marhbaaa bihouum f bladhouum taniyaa nhozohom fo9 ryossna hna blad khir o karam o diyafa o tassamoh olibghaaaw,Positive
@SaraSalomya @Wafati2 o ana nmott fikkk w9har lma9horr aktarrr hhhhhhhhh,Positive
@HindZiadi Hindu hbibaa dyaali nti fa5r lmaghrib o5esek t3rfi bli kulna m3ak incha2alah nti X factor ms nshek emrk matgheeri b9ay mtwad3a &lt;3,Positive
@qEAhpKtO97dbT3T farhana yak 9olna hanane o ihab wahid 3lach kadakhelo lbarani,Neutral
@meryemawac5 Ohh dkhel andou htal west tirane ou chedou men idih walakin makinch m3amen la3ab maghribi mazal 3endou akliya hawyaaa,Negative
@Amaluniv_bety @lina_batma waalo ghir kanssafiw khwater o safi .,Positive
"S a n d b o a r d 🙌🏻 SAHARA @ Sahara Desert, Merzouga https://t.co/RowHm5xWBL",Neutral
@Rimooh_R8 ana ghanmchi n3ess tsabho 3la khir makrahtch lkn t3atlt hhh,Positive
@2AdolphZ habbibibibooo 7ta hna chta2nalakk ktir ktirr ktirrrr we hanouan ra7 tjinnn,Neutral
@IbtissBodyguard #IbtissamTiskat waaw daba yji nhar li ibtissam twssal oghnitha l 600 000 000 3lach la !!!,Positive
@roody999976 hhhhh hadi bayna chi mo3wa9a bent lme3za olm3owa9a messakin weslat fihom le3dem sir alah i3tik chi techtita had nhar,Negative
Finally lqina ana wl bestie appartement lundi ansniw contrat 🥰🥰🥰🥰,Positive
L97ab rbbhom tayjiw ll9hwa w taytl9o lmzzika dial sou9 l7ad,Negative
Bnadem kabr blkhobz o zit l3oud o galek cher père Noël tahowa Zid m3ahom https://t.co/YkDNlGObRh,Negative
@i_love_moroco 3afak imta radi y3lno 3la nata2ij f shorty,Neutral
@ikramangiliita @rouchdihabiba lah ihdi makhle9 a khti o safi ra bnadm twli tgoli lih salut is7abo wach glti lih kanbghik pff --',Negative
@FatimazahraHaid @TeamIbtissam @IbtissamTiskat sobhana allah hadihi ni3amo allah li 3ibadih https://t.co/ZlybcBeavA,Positive
@karimatwite @soukainabouni ida tolbo le najm dyalom Follow rah 7ta lokhrin mchaw le 3ando welah mawdo3 maysta7 ynod fih sda3,Neutral
@MSH_TARIk @WACofficiel Supprime mazal makayne walou . Rah ghir lklabs bdaw tinab7ou . Taba9a dial Ouazani liti9alab aliha awtani .,Negative
@zelenyovadil @lambertiste Ana ba3eda dahakni Loool surtout Dak le9eta dial lkhtana hhhhh,Positive
@greenadilaida Daba nechoufou lefou9 oula leta7et ?,Neutral
@Warda_Maghribia LAH YHRA9 TASILTAK ya kalba w ya madloula bezaf 3lik thadri 3la sidak ya tarikt rexona,Negative
@Ehabzakariaphg ana 4oft elst elli labsa 3baya de m kmlt4 el video m4 3arf elblad de ry7a 3la feen bgd,Neutral
@YossefChen wa kynin bzzaf nsinahum walkin rah 1h hadakchi li fiha,Neutral
@HananeElKhader bns hanonti rafail drayaf okaykhaf 3lik bhal khto hna makangolo walo plz raj3o kima kanto ghani li ntii wyah o golo smiti,Positive
#كلمة_حب_لحنان #ماباقيش kantstaw 3lik ya ro7 lmabaqich,Positive
"@Wa7dAkhor Akhir ma ghenat range ba9i gaa3 madkhlat, had w9 ha ykon gaylha f Marrakech",Neutral
Kifach z3ma flwl katgulu i like u ead mn b3d katgulu i love you?.. Bitch if we vibe we vibe lhssabat dnm,Negative
@omarov55 dkhol tag o tchof ohtaa groupes dyawlhom glk baghin irebho bhali rebhona f mossaba99a 3alamiya hhh obhal shorty ...,Positive
@FatihiW Hada ta houwa fowardih liya 3afak hhh 3endi lmoul 😂,Positive
#hananelkhader #SocialMediaNight hanan hbiba dyali nmouutt fik lah ihfdek diri hbiba eval zwin otwkli 3la lah ohna rah dima m3ak,Positive
@blewer_rb @imrvn04 Saf njib lik wahd rbita HHHHH,Positive
@LolaMiss2011 @RotanaMagz @IbtissamTiskat ghir b9ay tbani mara mara rah 3andha jawla inchaalah t9dar tjii,Neutral
"Kent mabli b Snap fach kan Andi iphone 7, daba had realmi zwin fih ghi watsap ou fb",Positive
😤 ma TL ces 3 ou 4 jours que du #jonnhyhalliday wach maghaysaliwch??!! 😡,Neutral
"Lol. Nasib la kalau buat 10 anak, semua perangai macam iblis. Buat penat beranak je 😂😂 https://t.co/YO6IcDTQco",Neutral
@donilapute hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhh borriello :s :s wach galiani tssta ???,Neutral
@donilapute @XAVSMA Chemkar dial magana fine bghitih yamchi ? 😂,Negative
@IbtissamTiskat mrc basoma ya ro7iiiiiiiiii kanmot 3lak ana ratb9ay dim 9alb 7bibti ya a7la basoma chftha 3ini,Positive
16:00 ESS 26-28 EST LIGUE TUNISIENNE HANDBALL JOURNEE 10 16:04 VILLAREAL B 2-0 LEVANTE B LIGA ADELANTE GR C JORNADA 16 :D,Neutral
@K7al_L3afta ach katdir nta nit? :(,Negative
"La mer @ Mövenpick, Casino Tanger Malabata http://t.co/Wlh18wW9rX",Neutral
شكرا لمول #الزريعة اللي كايحافظ لينا على الابداع @ F Wahd Blassa Wa3ra https://t.co/oQ5NXOJzXl,Positive
@c6587c3f68ce41d @IbtissamTSKFans ramadan karim 3lina ou 3lik bi sa7a ou salama,Positive
@The_Hunter_End @imane_official @GhsdKdk @sarabenchekro hadi application dyal photoshop kadir makillage wt9ad hydouha blamatkhliw bnadm yh,Neutral
@miss_soseta13 @IbtissamTiskat make up khfif chwia kayjiha wooow,Positive
"@YouTube FI AGHRADE TAFIHA.WANAS FI SA3OUDIYA MA7TAJINE ILA FLOUSSE LIKAYE ISAL7O BIHA BLADHOME.HADI MINE JIHA.WA MINE JIHA TANIYA,HADE AL MARRA RA7E",Neutral
@hananeacademy11 @DzAmazighia @princess_hanoun w nti so9ak dir likat wla lgharam wla dir li bghat ach 7ra9 chtatek nti rah chftak katiri,Negative
@_dr11mer_ howa damo bard wakha dali titnt9di fih wlah ltswa9 lik ngolha lik kima kangolo 7na maghrba 9chabtna was3a 😂😂😂😂,Positive
"@mianjanssen Keinen Peniswitz machen, Maike.... Da sind auch ganz viele Runde Kürbisse zu sehen auf dem Foto... Neinneinnein, ich mach keinen... Ich ma-ach... Ach, egal...",Neutral
@salwa_mariam bagha ikon bsa7 hiya ila charkti,Neutral
@Adilux @greenadilaida nta 3ndk la carte :s 7na non kanglsso b3ad,Neutral
Kamu kalo minta sesuatu sama Gusti Allah sambil apa? Berdoa dan minta baik-baik kan? Bukan sambil marah-marah..,Neutral
@najwatanger @FADELFAHDA la akhti hadok ra mgharba 9asaman bilah baghin yhatmo hanane b ayi tari9 w yftnona m3a jami3 fans,Negative
@FATMA_TEARS ya 3omri inti inshaLAH chi nhar tji lmaghreb o dou9iha,Positive
@rojaynaben @bushr_1014 khti diri follow na3tik lhissab dyali sawti bih,Neutral
Ghir l beef m3a moro li daz ghaykhlik tsna b farigh sabr https://t.co/rSqsbbBUaX,Neutral
@sngri1 saida ya3tik star a hbiba lama t3tiwh liya ghir nsma3 southa 3afakkkkkk,Positive
Once again. Rasa nak balik Malaysia pulak bila sampai sini 😂 #igers #malaysia #morocco… https://t.co/fI0hxLcbcp,Neutral
@Simaamac la machi hiya twitter hakrouh maghariba,Neutral
#MohammadSaad #SoukainaChekaoui #StaracArabia Rajl howa lklma wdb ktachft eno Mhamad Ma 3ndo Klma Wa3d souka ydir m3aha l eval okhwa biha,Negative
@0668358026 @i_love_moroco hhhhh hadi kant kadir comidia f maroc meskina makdirech chi haja nit zwina,Positive
@Maroc_tiskat22 @abdelzerqi hhhhhh ih maybqach fina l7al fach kaychej3o 3enza rah ghir mkl5iine,Negative
"@NoirFTasse Khli hta ikon chi distrack w dkhol chof, ana b3da knt kasme3 lmoro bach nkhra b dehk mziaan mli ijawbo nessyou, b7al ila kadwz plat principal b la sauce",Positive
@FatihiW @SonExcellencePh Allah yesseweb lina kaaamline ya rab ou te7efed ljmi3,Positive
@AmNaAlgeriana hhhh nari ya hanouna dahaktini walah ntoma li ghatrayhouna man lhacharat li kaynin hna l9awna machghoulin rabi m3akom,Positive
"@gai_ia @moulat_lghyam Sir 7ta b les talons, b9ay Ghir galssa 7da tomobile",Neutral
"@loukmanm non roya , ghir wlfou rchwa tu dois les inviter a du chwa",Neutral
Lahoma #Dekhan Idir Liya Lko7Ba Wala Nti9 #FsehBa W NtGhder 3La 9....… https://t.co/5ckJHdp0EF,Neutral
@ynwaaaaaa 🤣🤣🤣 wa safi mtles9ich liya tani f keri wa lkelma li golt bagha tchedini menha rah ha da7kin 😂,Negative
Kelshi mar Mnih Sobh Hala2 Ba2i Sa3a Wahda latabiya L isslamiya Nchata Tkoun Sahla ya raaaaaab 😍😜🙏,Neutral
"Chef wassal, 3la Slama https://t.co/1EMcD4YQVm",Positive
@AmineBennis2 hh nn z3ma la qualite de l image 3ndi 3yana ana kaybanli f7al l couleur dyal twitter,Neutral
Nasib la curang dengan perempuan. Kalau curang dengan jantan? Cinggggg!!!! #MiraDaus,Neutral
@miss_mundo_faty ana mn bladk chno zea3ma 5yrna taymchi lghayrna khalitini o msifta hom l wld sa3odiya rah ma na9so 5ir 3ando lpitrol ? 😭❤️,Negative
"そしてサラダを三種。いわゆるモロッカンサラダ。タイムを利かせている。 @ Hotel La Tangerina, Tanger Morocco https://t.co/dTDf4Sw8Xt",Neutral
Twitter is the future franchement facebook flmaghrib katrou fihe ghz l7adaya o lwachacha hhh aucun echange constructif #ViveLeTwitter #maroc,Negative
@nada_kaya 60% kigolo howa ana l9ito msarab galt nhato lbnat hna,Neutral
Mn bateau e mm pa la waahhh,Neutral
@Nora_chb @lilyachihad @maryoumaTs @TwiitPress @Farou7aBatmawia soaaal 3lach had farouha 3tatni bloc leani hdat bhtiraam hh #IbtissamTiskat,Neutral
@salmajaber2 @HaevenIbrahim @salwa_mariam @Lini_Oranaise @amirathefive071 ma anto sbab f groupe khalitoni zayko,Neutral
@s_takiddine @maria_benk @dopest_s Tkarfassti 3la rassak b hadi,Negative
@Rafaeeel_lovers lghira w lhasad li kikhaliwhom ytkalmo hna kanmoto fi rapha w 3a2ilto w nas lmrida mnhom lah hanane bnt bladhom w saboha,Negative
@draziane swl swl w jawbna demain rak nta hwa le docteur hhh,Positive
"@Zaydoone @brfootball wayeah, f had le cas kibanli simido mzyan 3la bellerin",Neutral
@FadiHaddadmedia @najwakaram @tarektaj welli Natrinkoun 3anar e Akid rah Tkasrou Denni,Neutral
@_mlba0 wlaw kay3rfo liha 7sn mna mn ktret ma m3mrin lblad allah yakhodhom 😂,Negative
@Dalyabenani ana 3amlala block men hadi che7al bache ylah darat twitter,Neutral
@Nani39_dz @_dr11mer_ @adilechbiy ya klhti b7al 7na kandalo nahdro m3ahom kilna f hawa sawa 😂,Positive
"Twahachtkoum lyoum,wach twahachtouni ntouma ola rtahito mni? http://t.co/4AuBHuQarv",Positive
@_s11s @ @souka_official @zakichreif wala lhamdelah jabheti lissa f makaneha zaki w souka friend ahaba man ahab wa kareha man kareh,Neutral
inta fakhre 3lia allah dimk fo9 rasna likibri blado igol amine http://t.co/SaFASrJGJj,Positive
@ECaCBMh829eeJ96 7na ghir tanatfiw alfitna li darat nohila,Positive
La mascarade hiya nti a @SDounia ou had le silence dialek . Ama dak souadi goulih ghir issad dak dargoum !! #Tfou,Negative
@AltbSarl @IbtissamTiskat Meskina !! mal had l3anza chno bghat ?? .... a siri rah L9ati3 daz men hna 👉,Negative
@AnassTig @Samirzaki17 wahdchi kaml ashabi oma+ditoch trdo 4 w 5 w 6 rah hadchi khsk tbki 3lih nta b3da hhhh,Negative
:) so skhoniya hiya likayna..? https://t.co/KYvivaCF7c,Neutral
@Spoliniesque @lo_hanji Iwa ghaytbetlom beli rah wa3er we yebdaw ysef9o hhhhhh we Homa yjiw Dik les scènes wa chba3na ghir da7k,Positive
😂😂😂 yallah yallah profil @Warda_Maghribia @soukainabouni finkoum dwiw 3la 7e9koum .. Ana dert likoum na9l .. Frajaa https://t.co/p8YOAc70pM,Positive
@yaso26s @rojaynaben li mabghitich t3amrih kteb none,Neutral
@theweekndrajli1 N3as makayench mohim taggetk f wa7ed link dyal youtube chofi jerbi ila aynef3ek,Positive
@farawlaaya Khti 7ta ana ghir d7akt m3ak c tt en plus hta ana ma3andich m3ah 😂 #SaadLamjarred #BAMA2016PlatinumEdition_SaadLamjarred,Positive
@Hatimuuus @8dadLA @Raschiid maghadi y7sso b walou mwlfin,Neutral
@Majdouli_na tayhdro 3la ana la chanson ta3 saad m3a salah el kurdi fiha un message contre da3ich,Neutral
ご飯が美味しい！左のは炊き込みご飯みたいなライス 場所: La Tour d'Eole Dakhla - Luxury Ecolodge &amp; Kitesurfing hotel https://t.co/AaNw0kGJNu,Neutral
Hdxhi endna flmghrib ghi f drb wahd a wld lqhba https://t.co/2yNbEQT559,Negative
@1chleuh Ador talat a lala 7ino ati ghir dant 9jem,Neutral
@greenadilaida @SonExcellencePh Ewa safi neteweklou ala laaah ana nechad flouss lewela wa9efa alihoum 😁,Positive
"Ana 3arfa enaha msh hatkafi aslan bas ana kan nefsi f opera cake w 3asir borto2an, a7rem nafsi ya3ni yakhwana?",Neutral
#IhabAmir Ihab t'es le plus petit mais le plus beau wle plus Fort O La9ab Lik promess Nta seul li testahlo Fanan Chamel Ghnili Ndirmabghit,Positive
@DzMagiic MAFHAMTNICH ORAN MARAHICH SGHIRA W FIHA CHHAL MN DAIRA NTA MN DAIRAT ORAN BALAK HOSSAM FI AUTRE DAIRA BINTKOM +IEURS KM,Neutral
@djahida16 hhhhhhh sah akid kol lmghrib m3a Aniis &lt;3,Positive
@Yosif_3bdo67 sir l7isam nihad tanjawiya ra tama ghadi tal9a al khabar,Neutral
@Lemkhadija @SalwaAnlouff PLZ momkin tsawte la Adham Nabulsi http://t.co/hy37gU0sDt,Neutral
@HananeElKhader Najmat ljamahir ya jamilat ljamilat ya sahira binmout fik w bghinak tnechti w tferhi w thelay f Raphael ra kanhmakou 3lih,Positive
@KTarazed lqit wahd katb l ihab f l'insta mafich sahib mli dkhlt 3ndo lqito baqi 9 ans mskin bqa fiya abbas hhhh,Neutral
@UnPhotonX Nta gltilia makateerfch f lhmoda,Negative
حين تتحدث ريشتي.. فلا داعي لآن آعبر بكلام.. فربما الكثيرين لا يسمعونه ! ((F)) @ Al Hoceïma https://t.co/l42s6MhOIl,Neutral
@Domo2910 Hhhhhh awddi ana fin makanu chi joj ftag ydabzo nji nslah Yzidouni tana aww hagrinni Hhhhh,Negative
@Rafaeeel_lovers nas marida hna f lmaghrib kanmoto 3la rapha atyab 9alb inchaelah ydalo ma3a ba3d tol l3omr,Positive
@ManalBenj للأسف أصبحنا (نَعْلَف) بدل أن نقتات أو نتغدى وهذا كله رهين بوعي المستهلك Oui c'est bien pire que la micro injection,Neutral
@Iznougod @etoglas @OuadihDada2M Ghir mabghinach nfye9ok ou safi ! Morniiiiing,Neutral
Mziana f waldin mkoum hhh https://t.co/9Bx98JDJtW,Negative
"@Fatimae06 bravooooo , 3la tachji3 w ijabiya lhannouna merci beaucoup &lt;3",Positive
@star_faiza @Ihab_Amir yaaw suhila meskina kharjat w rahi makyousa hata wahad ma3ando 3liha khebar w ntouma thalbo fel ghachi hram 3likom,Negative
@HoudaifaRaouf @HamiiidYadeli Wa ghir hadrou m3a Yami9 rah i9adha ..rah 3aref l bouton fine inghouzha,Neutral
@marooc200 @IbtissamTiskat wa khti li makthmlch l aghani l mghribya 3jbtha o tqoli 3awdiha ollah,Positive
@Meghyem0ut Ana b lkhel3a ka nddi m3aya lkmama f jib mnni ka ndir pikala,Negative
@Zodiaq13 AH iwa dekchi li bghina hmd,Positive
Ha wa7ed l9l*** bda ytkeyef 7daya 3awtani....in3el ******,Negative
@AlihasanIsmail1 eh saraha mbayin hob mi ehna filmaghrib saraha bnistihi n9oulha moch mitlkom ento jari2in tani chi hadi sahafa safra,Neutral
@somi1988 l3inin aw 3ala la9al siri a hbibti rayhi rassak rah la3ssab mamzyaninch lik matab3ich li ma3ajbakch ou mat3al9ch bslama hbiba,Neutral
@achrafguellaf ah lkoora hadi koulchi moumkin,Neutral
#HananeElKhader pliz charho lya kifach ndakhal 24/24 hit ma3andich,Neutral
@Khadijasaidy1 3afak a khti khalina hna fans hanan b3ad 3la hadchi binathom khalina daba ghir fhanan plzzzzzzz matb9aw tjawbo had,Negative
@RisouZizou @salaheddineMA ofinhoma admin ....kibano mn 3am 3am ..kan3raf chi namadej 3amerhom sta3mlo tag nihaaeyan,Negative
@djahida16 pliz hna katelbo mn fans souhaila yw9ef m3a bnt lmghrib arabi hanan b had hashtag wahd animateur kaisebha https://t.co/EZNTftykTB,Negative
Ach had lqlawi ach bghaw issn3o https://t.co/NfqX8DULva,Negative
wash f l3rayesh 3andna kamlin nef kemara ula ghe ana mdowkha?,Neutral
@MaherZain salam kifak ana karima mina maghrib moajaba biaghnik dinia,Neutral
Saya ter djoon chi too . Uumh ummmh uhmm saya,Neutral
TODO BIEN 🙏🏻 HNA BIKHIR #family #dxb #losangeles #miami #chicago #paris #usa #morocco… https://t.co/7dA3Yxm1Ko,Neutral
@MeryamaClaire khti tfkri istiqbal d hanan f lmatar o ghat3rfi m3amn mchada daba rah ghir brahch hhh yhsn 3wan hanan mskina katbqa fiya,Negative
"@femaleromeo1 @epionette 7chouma elik :( , walkin a nchofo raouia chni gha t9ol",Negative
@AmmorHatim hatim thala f wald bladak 3arfinak rojola w 3tih ma3loumat 3la majal alfani w 7na kantssanaw ljadid diyalak #الأول,Positive
"Tops limoun 😂😂😂, fkrni fchi yamat t7ofir f sif fach kna kantfardo fiha f lghda m3a l asdi9a2 l7ofara 😭😭 https://t.co/Cn3pCZcHl3",Positive
@0Youssefdl Maeandishi ama kun emlta sayf kaml wlad lq7ab uhuma mfr3nin db ead banalum hahahahahah,Negative
@aya26611 iwa qolo hta hado khaynin ola ghir ihab li hagrino,Neutral
Ana ohiab elisa ana mkrahtx dkon s8ira wnkono ana ohia hhh,Positive
@imane_VALSK Hhhh 3ellah ytsewro m3a be3diyathom walayni ma3reftx 3lax kanhes kibhali mab9awx m9erbin wla xihaja lmhm xihaja kayna osafi hh🙇,Neutral
@Lalakomblondy le7wa kayjib f ay w9ita xD,Negative
Mehdi et Nawfel la semaine prochaine 👌🏽,Positive
@FatiFleur_SoZa rah lbant khdama f agence meditel sawalnaha galt bsaah,Neutral
"@SumayaOff oui oui yalah chft , bnt l*******, marahich sahla had chniiiiwla hayhayhayahy",Negative
@wafasouka hada houwa link sa7i7 hadak li tkatbi nti sala taswit fih http://t.co/Xu4zhDrzl6 …,Neutral
#IbtissamTiskat wanari dokhlo lface rah fatoni hchoma sawt lhasan li f9asna biha l3adyan tkon m2akhra https://t.co/IciFkbYFv1 1,Negative
@mosslim3 #مملكة_رافاييل_الجبورية 3amro dkhal l hashtage maghribi b chi hashtag s miyito yak?,Neutral
@IbtissamTiskat hebtyy llah ishafi lik khalti mouna w ykhliha likom ya reb w Yarbi takhod lha9 mn kol dalim ... #ibtissamtiskat,Positive
@mosslim3 pfff 9lao bi li rafa bbaki ou dekhal m3a hanane,Neutral
7azem liha idiha b 9anba dial l7awli b 2 Dh omsami rasso Daddy Dom 🤦‍♂️,Neutral
@RaEspoir #BTSBBMAs nkouno ktar mn hado hhh https://t.co/DOyEy9bzpL,Positive
Debut de la cérémonie STARTUP OF THE YEAR AFRICA 2017...... https://t.co/wCdQ6VdUyq,Neutral
@Zengaui2 @meryanetta @SaraSaraalaoui9 B3di mnhaa adik bnadma aslaan hanouna charfatnaa b akhla9ha o southa o akhla9ha o southa o sntééha,Neutral
@nesrinkabyl hanoune hiya 7bibi wach hiya hadik?..3almina chwiya dzayria,Positive
Oooooooooohhhhhh ou l coupe d'Afriiiiiiiiiiiiiiique Oooooooooohhhhhh ou ch7al sawiiii Oooooooooohhhhhh mebrok 3liiiiiiiik Eeeeeeeeeeehhhhhh ya raajaaawi💚 https://t.co/t4pbAEXSTi https://t.co/2buKMm6JdB,Positive
Fi hadihi l7al9a la jadid arrijal yab9aw 7outala stop 3ala daght addimaghi la tab9aw touhadidou nissa bi l3a2ila lmoutafahima https://t.co/ZiN2jseJgj,Neutral
"@YasiinYAMAZAKI b7ali ma3arfinhach zaema, yalah ana team chnu ? :D @SmileyAlmighty",Neutral
#kenzakenouzaonalhurra tahiyaa kbiiira lkenza o atmanalha tawfi9 f li9aeha lyouum &lt;3 &lt;3,Positive
@0Benyahia nta sir ta9ra ach kadir hna hh @Kamalutra,Neutral
#Rafaeljabbour #StaracArabia rafayel lina charaf tkon wld lmghrib rak top tbrklah 3lik lah ihfdek men l3in,Positive
@dija06 khti ana swt l duo sora o bzaaf li swto lihom,Neutral
#HananeElKhader #socialmedianight bent bladi ofakhrna bghina la9ab lik .khadmi mzn odarbi 3la leval oaghani lprim orakzi kanmoto 3lik,Positive
@SsaadLamj @SOoOkWyS bnat tsbho 3la kheer 3iniya taytsado,Neutral
@OJuge2 walah 3andek ha9 mradt o t3assebt o d3afit o bkiit o 3ini tnafkhou bbkaaa fhad tag #IbtissamTiskat,Negative
@Samid1989Sh rabi ikhlik odir bkol farah lik okol jami3 moslim amin,Positive
8ird m9awd wl morphine m9awd Ghir ymezkona bla tmzkik,Negative
mabrouk l marwan o lahel lobnan .. tstahlo kol khir,Positive
@nassehhftjkvvf lasa9naha fih jab liya lah kathdri 3la chi bant sghira hh wla monika rahiya li 3aycha m3ah ahbibti wasiroo fi9o fi9o,Negative
#إيهاب_ابن_بوليزاريو dsl ihab knti 3ziz walakin l fans dyal zado fih bzf hd l hashtag lihom,Negative
@SiHaMiX malkoum 3lcritique hhh yak 7ta wa7d ma3mro tchd f chi 9adya dyal chfra f7al les autres,Negative
@s2aad1o4 ra katktb hashtag ghalat #SocialMediaNight katkhsk dima T,Neutral
"• B a b K a s b a h • 💙✖️ #old#medina#door#tb#vsco#vscocam @ Tangier, Morocco https://t.co/h2mhf8Ji0p",Neutral
#دنيا_بطمة #DouniaBatma fans doynia momkin tssawto m3anaa https://t.co/nCVF7VFxzO,Neutral
@Fatimae06 ha tb3d mnnou nari hna ch7al nkarin lkhir bnadem lwahid li wkha ighwt 3liha maykhli li 9l9ha/dayr m3aha fok jhdo /b9a fya mskin,Negative
@123mondial @RisouZizou dikmaghrebyat li f bzaf tv kant gatli lmo9dima ghatjibha mais ba9i majabuha hadiik katkhreej mnhuum gaa3 ljadidd,Neutral
@SaraRochdi3 @MarocoSofian2 sara ha nti 7biba machi howa li kay3ayer fans dyalo kola wa7ed otab3o abd salam 7binah bi akhla9o otibet 9alebo,Positive
@AsmaLmnawar @AsmaLmnawar O Ykhaliik Liina Yaa Ahlaa Fanana O Li Mecharfanaaa Kanhmaaaa9 3liik Anaaa :* &lt;3 &lt;3,Positive
