Text,product,sentiment,Class
لا يعمل بشكل صحيح لأنه يقوم بجرح الجسم بحيث يترك احمرار مما يسبب ألم في المكان الذي تحلقه,hair trimmer,Negative,0
منتوج مطابق للصورة والوصف توصلت به بسرعة، وبحالة جيدة,hair trimmer,Positive,0
ليس كما في الصورة وحتى الحلاقة,hair trimmer,Negative,0
مشكلة آلة الحلاقة أنها تعمل لكن عند استعمالها تؤثر على الجلد ويبقى هناك بعض السواد الذي لا يزول بشكل سهل بل مع مدة طويلة,hair trimmer,Negative,0
لا يعمل كما يجب,hair trimmer,Negative,0
عدم إزالت الشعر الموجود بالدقن,hair trimmer,Negative,0
منتج ضعیف و وصفه ضعیف,hair trimmer,Negative,0
ليس مثل الوصف سيء للغاية,hair trimmer,Negative,0
قلتم انها بشاحن و اكتشفت انها تعمل ب بطارية بدون شاحن ,hair trimmer,Negative,0
متوسط في الإستعمال لاكن تمن جيد,hair trimmer,Negative,0
مقرن بثمن ليس سئ,hair trimmer,Positive,0
تعمل ببطارية خارجية (حجرة),hair trimmer,Negative,0
منتجات رائعة بجودة متواضعة,hair trimmer,Positive,0
في الصور عاملين يعمل بالكابل لكن يعمل بالبطارية و في بعض الأحيان لا يعمل,hair trimmer,Negative,0
منتوج غير جيد وصلني معطل لا يريد الاشتغال لا أنصحكم به,hair trimmer,Negative,0
يأتي بدون بطارية,hair trimmer,Negative,0
وصلاتني دغيا ولكن مزال مجربتها,hair trimmer,Positive,0
منتوج جيد يحتاج الى تخفيص في ثمنه هذا المنتج يجب ان يكون ذو دقة علية في تركيبته التقنية الفريدة الهادفة,hair trimmer,Positive,0
خاصها حجرة,hair trimmer,Negative,0
اله حلاقه جميله للانف والاذن لم اجربها بعد,hair trimmer,Positive,0
متوسط مقرنة بالثمن وصلت بدون بطارية وبدون رسوم جمركية,hair trimmer,Negative,0
منتوج عملي. افضل,hair trimmer,Positive,0
توصيل سريع في 17 يوم و الجودة مناسبة مقارنة مع الثمن,hair trimmer,Positive,0
جيدة بدون جمارك وصلت مع سيبداف شكرا للبائع و علي اكسبريس وتحية للمغاربة ، حاجة لمغتر دوش ليها البال انها خصك تشري بطارية دايرة 6 دراهم بنسبة للاداء جيدة,hair trimmer,Positive,0
على العموم جميلة جدا احببتها .,hair trimmer,Positive,0
إنها صغيرة في الحجم مع عدم وجود الزيت الخاص بها,hair trimmer,Negative,0
لم يتم تجربة المنتوج بعد لكنه وصل في حالة جيدة,airpods,Positive,0
سماعات في المستوي لكن للاسف مؤخرا ارتفع ثمنها,airpods,Negative,0
مقارنة معا الثمن باش خديتهم فراهم واعرين . و تا فشارج كيصبرو غا هو الموشكيل لي لقيت هو صغير يبقاو ليا فلودن كتحس بحال ایلا كبار على الاذن,airpods,Negative,0
سماعة جيدة حصلت عليها في العرض الترحيبي,airpods,Positive,0
سماعات جميلة المضهر صوت الباص ناقص,airpods,Positive,0
جربتهم زوينين او كیشد و شارج,airpods,Positive,0
منتوج جيد وسرعة في الشحن,airpods,Positive,0
للأسف الصوت ينقطع عندما يكون الهاتف في جيبي,airpods,Negative,0
ناضيين الخوت غي زعمو عليهم هاصة ايبي كان فيهم عرض,airpods,Positive,0
زوينين بزاف بدون جمارك مع عرض choice,airpods,Positive,0
فيهم الصوت واعرین و مجهدیییین,airpods,Positive,0
حتى ها دو زوينين خدوهم على حسابي شارج تشدو,airpods,Positive,0
الصوت زوين غير فيها واحد تشويش لي عندو مشكل معاها بلا متاخدهوم,airpods,Negative,0
سلعة جيدة ولكن لا أنصحكم بشراء الآن . لأن الأثمنة مضاعفة ولا تستحق هذه الأثمنة. باي الكسبريس,airpods,Negative,0
صراحة الليزيات من ناحية البطارية وجودة الصوت ف 5/5 ولا كن خويا ولا ختي الى ما عندكش شي ودنين كبار غير بلا ما تشريهم حيتاش انا ما بغاوش يدخلولي لودني مع العلم ودني ماشي صغيرة.,airpods,Negative,0
العيب الوحيد والخطير هو انه يسبب صداع والم في الرأس,airpods,Negative,0
جميلة جدا صوتها واضح و مرتفع,airpods,Positive,0
ناضين غير تقداوهم,airpods,Positive,0
الروعة يسلام صوت صافي جدا,airpods,Positive,0
ليزيات ناضين الخوت شري بعينيك مغمضين الشحن مجاني,airpods,Positive,0
منتوج دو صوت جيد أنصح به إرسال سريع DDP,airpods,Positive,0
توقعت جودة اكثر لاكن مقارنة بالثمن جيدة,airpods,Positive,0
يوجد تاخير لاكن جوذة رائعة مقارنة بالتمن صوت رائع ,airpods,Positive,0
السماعة جميلة ونوعية جيدة والثمن جد مناسب 2.7 دولار العيب الوحيد في هذه الشحنة أنها تأخرت كثيرا مقارنة مع الشحنات الأخرى أنصح بهذا المنتوج في حالة التخفيض,airpods,Positive,0
واعرين وصوت ناضي والابعاب مزال مجربت,airpods,Positive,0
لم أجربها بعد ولكن تبدو جيدة وجودة عالية,airpods,Positive,0
الدراري ليزيات ناضين كيوصلو بلا ديوانة تسناو الثمن انزل و شريوهم,airpods,Positive,0
ممتاز ، جودة جيدة للموسيقى والمكالمات ، بالنسبة للمكالمات مقبولة جدا اما الموسيقى رائعة,airpods,Positive,0
سماعات مدهشة جميلة جدا وصوت نقي بدون جمارك,airpods,Positive,0
زوينين فالشكل والجودة العيب الوحيد هو الصوت منخفض قليلا,airpods,Positive,0
بنسبة لمغرب وصلاتني ف 13 يوم و الجودة مزيانة,airpods,Positive,0
جمييييل انصح به صوت جيد وعالي الجودة ، لكن تمن باهض,airpods,Positive,0
واعرين كنت حاكرهم صوت زوين فيهم حسن من ديال بيم كنت خديتهم بي 200 درهم,airpods,Positive,0
مبقاتش خدامة من بعد الاستعمال ديال 5 دقايق ومكاينش فعالية,hair trimmer,Negative,0
عنداكم تقولبو هاد الماكينة لا علاقة متتحسن والو غا تقولبت فيه,hair trimmer,Negative,0
منتوج مقبول مقارنة مع تمنه,hair trimmer,Positive,0
خامات الصنع ناقصة ولكن مبيهاش مقارنة بالتمن,hair trimmer,Negative,0
رديء,hair trimmer,Negative,0
مكتفينيش مزيان,hair trimmer,Negative,0
زوينة بزاف مقابل الثمن,hair trimmer,Positive,0
انها آلة جيدة رغم خيفة وزنها ولكنها ممتازة,hair trimmer,Positive,0
زيرو أدراري متشريوهاش,hair trimmer,Negative,0
تعمل لكن لا تزيل الشعر لا أنصح بتاتا بها,hair trimmer,Negative,0
جيد مناسب مع ثمنه,hair trimmer,Positive,0
ما بيهش,hair trimmer,Positive,0
شحن البطارية لا يتعدا 30 دقيقة,hair trimmer,Negative,0
منتج جيد جدا ، غير هو كياخد الوقت باش تحيد بيه جربتو على المنطويات ديالي والنتيجة كانت مزيانة,hair trimmer,Positive,0
مزيانة لا بغيتي تحيد بيها شعر ولكن متصلاحش لا بغيتي طراسي اللحية ,hair trimmer,Negative,0
كتسخن بزاف والموطور ديالها صغير بالنسبة للاداء متوسط إلى ضعيف,hair trimmer,Negative,0
مراضيش علي لبرودوي ماشي كيفما شفت فالفيديو ديالكم,hair trimmer,Negative,0
هذا الجهاز من البلاستيك غير عملي,hair trimmer,Negative,0
عادي,hair trimmer,Negative,0
منتج جيد وكيشد السارج بالاخص زيرو كيخدمو مزيان غير هو متخدموش على شعر طويل كينتف حيت عندو حديدات ممغطيينش,hair trimmer,Negative,0
الآلة صغيرة بالمقارنة مع الصور التي شاهدتها المرجو إعطاء الحجم الحقيقي للآلة في المرة المقبلة,hair trimmer,Negative,0
صفقه ممتازه بعد استعماله جيد جدا,hair trimmer,Positive,0
بالنسبة لمكينة ب 30 درهم راه مزيانة,hair trimmer,Positive,0
الاخوان را صغير على التصاور ولكن قاضي غراض,hair trimmer,Negative,0
احسن بائع الكومند وصلات ناضية وكلشي خداام,hair trimmer,Positive,0
منتوج ضعيف غير عملي,hair trimmer,Negative,0
مكنظنش غاتكون عندها فعالية قوية و لكن واخا هكاك مزيانة,hair trimmer,Negative,0
يستاهل التجربة,hair trimmer,Positive,0
زوین داكشي وصل فابور مع سبيداف بلا ديوانة داكشي ناضي كناضي,hair trimmer,Positive,0
